"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Start Price","End Price","Company Return","Market Return","DCV","Delta Return"
"AGD","4.90","5.81","8.20","1.38","139,477","77,414","-13.95%","-19.73%","145.58M","25.06M","N/A","0.72","12.40%","N/A","7.68","1.53","1.53","0.85","0.03","0.76","3.80","6.93","21.18M","N/A","38.26M","180.62%","88.34%","Oct 31","Apr 30, 2011","5.70%","20.70%","1.34","0.24","631.54K","268.85K","N/A","227.68K","2.30","93,924","5.95","5.63","-5.38","17.39","687724.80","-22.77"
"AGEN","2.20","2.82","6.96","2.04","84,579","257,443","-50.85%","-56.63%","53.67M","19.03M","16.74M","N/A","N/A","Oct 3, 2011","-0.90","-1.16","-1.16","0.17","0.63","N/A","N/A","17.88","3.08M","-16.25M","-20.64M","N/A","-615.58%","Dec 31","Jun 30, 2011","-36.79%","N/A","2.77","N/A","12.02M","936.69K","5.40%","905.03K","13.40","64,102","2.76","2.42","-12.32","17.39","199708.08","-29.71"
"AGF","none","19.76","none","none","none","none","none","none","8.54%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","PowerShares","12.90M","none","none","none","none","none","none","none","none","none","175","19.082","17.98","-5.78","17.39","3816.40","-23.17"
"AGG","none","109.80","none","none","none","none","none","none","6.47%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","iShares","13.25B","none","none","none","none","none","none","none","none","none","1,478,143","110.23","109.38","-0.77","17.39","161571055.49","-18.16"
"AGII","N/A","29.64","N/A","0.65","N/A","N/A","N/A","none","810.24M","27.34M","27.04M","0.48","1.60%","N/A","56.65","-1.27","-1.27","45.56","15.84","0.54","N/A","0.65","1.28B","61.40M","-35.90M","-2.80%","2.45%","Dec 31","Jun 30, 2011","0.30%","-2.26%","1.80","24.52","433.00M","1.14M","4.20%","1.00M","8.50","116,995","28.90","29.30","1.38","17.39","2517536.80","-16.01"
"AGL","34.08","41.43","42.40","0.46","552,248","516,071","8.45%","2.67%","3.25B","78.46M","78.06M","1.80","4.30%","Dec 4, 1995","24.18","2.92","2.92","29.16","0.27","1.74","14.17","1.46","2.26B","661.00M","228.00M","10.07%","21.95%","Dec 31","Jun 30, 2011","4.44%","13.05%","1.15","121.11","21.00M","3.53M","N/A","4.35M","7.10","313,223","40.29","41.23","2.33","17.39","32385303.45","-15.06"
"AGM","11.23","18.85","22.93","0.84","99,688","76,614","58.11%","52.33%","195.14M","10.35M","9.33M","0.20","1.00%","Aug 2, 1999","21.38","3.93","3.93","9.68","111.04","0.92","4.80","2.05","99.67M","N/A","41.98M","45.01%","67.25%","Dec 31","Jun 30, 2011","0.51%","9.03%","0.76","1,884.57","1.15B","575.61K","N/A","559.42K","6.10","41,106","18.92","16.99","-10.20","17.39","1788280.56","-27.59"
"AGN","66.11","86.96","89.25","0.86","2,251,480","1,987,290","23.97%","18.19%","26.53B","305.06M","304.05M","0.20","0.20%","Jun 25, 2007","16.26","-0.01","-0.01","17.13","7.07","5.47","N/A","5.22","5.21B","1.47B","-2.50M","-0.05%","25.09%","Dec 31","Jun 30, 2011","10.42%","0.04%","3.90","31.80","2.16B","8.99M","3.00%","8.95M","4.10","1,721,175","81.77","83.72","2.38","17.39","219403056.21","-15.01"
"AGNC","22.03","28.54","30.76","0.34","7,057,400","4,112,140","2.62%","-3.16%","5.09B","178.51M","178.45M","5.60","20.20%","N/A","26.76","6.53","6.53","7.04","11.77","1.07","4.37","9.28","549.19M","N/A","509.47M","92.77%","92.85%","Dec 31","Jun 30, 2011","1.98%","18.30%","0.11","739.36","2.10B","8.81M","6.80%","7.46M","1.30","6,273,627","27.31","28.69","5.05","17.39","209430940.74","-12.34"
"AGO","9.67","13.09","21.76","2.70","2,464,700","1,643,060","-30.69%","-36.47%","2.41B","184.29M","165.15M","0.18","1.40%","N/A","21.43","0.48","0.48","4.61","6.67","0.63","27.44","2.94","847.10M","N/A","90.74M","10.76%","33.81%","Dec 31","Jun 30, 2011","0.97%","2.33%","0.37","26.49","1.23B","7.55M","N/A","7.55M","3.50","1,303,125","11.85","9.70","-18.14","17.39","35133436.95","-35.54"
"AGOL","none","170.15","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","1,600","169.82","169.782","-0.02","17.39","322658.00","-17.42"
"AGP","37.57","48.41","75.74","0.85","1,729,140","1,043,890","13.71%","7.93%","2.40B","49.65M","48.46M","N/A","N/A","Jan 19, 2005","26.17","5.43","5.43","125.09","17.22","1.87","8.92","0.40","6.06B","474.67M","278.75M","4.60%","7.59%","Dec 31","Jun 30, 2011","12.72%","23.89%","0.94","19.87","854.88M","4.72M","10.90%","4.62M","2.90","1,624,203","55.45","57.17","3.10","17.39","97385836.90","-14.29"
"AGQ","none","63.65","none","none","none","none","none","none","41.74%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","ProShares","1.07B","none","none","none","none","none","none","none","none","none","4,057,234","62.942","60.62","-3.69","17.39","225206664.83","-21.08"
"AGRO","7.16","9.42","13.91","N/A","192,089","119,200","N/A","none","1.13B","120.07M","45.54M","N/A","N/A","N/A","9.92","0.65","0.65","6.28","2.14","0.94","14.43","2.21","505.84M","111.86M","52.83M","10.45%","14.71%","Dec 31","Jun 30, 2011","N/A","N/A","2.76","35.88","257.01M","159.77K","0.40%","206.97K","0.90","129,996","9.34","8.53","-8.67","17.39","875802.46","-26.07"
"AGU","60.15","77.67","99.14","1.56","1,583,180","1,514,870","-9.42%","-15.20%","12.27B","158.00M","157.67M","0.11","0.10%","Jan 8, 1996","38.71","6.88","6.88","85.04","6.12","2.04","11.29","0.93","13.39B","1.89B","1.10B","8.12%","11.47%","Dec 31","Jun 30, 2011","8.37%","19.76%","1.90","43.37","967.00M","1.70M","N/A","1.47M","1.20","1,589,743","78.79","69.99","-11.17","17.39","192103571.88","-28.56"
"AGX","7.98","11.12","12.50","0.50","18,979","40,700","24.84%","19.06%","151.31M","13.61M","6.73M","N/A","N/A","Oct 9, 2001","7.40","0.38","0.38","8.78","7.86","1.53","29.34","1.29","119.37M","11.42M","5.96M","4.29%","8.79%","Jan 31","Jul 31, 2011","4.80%","6.11%","2.68","N/A","106.89M","297.62K","N/A","301.84K","19.10","10,148","12.68","14.00","10.41","17.39","254487.60","-6.98"
"AGYS","4.43","8.37","10.00","2.81","196,545","105,471","29.37%","23.59%","192.43M","22.99M","15.17M","N/A","N/A","Sep 7, 1995","6.31","-2.20","-2.20","30.45","2.25","1.40","N/A","0.29","695.24M","-3.52M","-50.01M","-7.19%","-1.77%","Mar 31","Jun 30, 2011","-2.41%","-29.94%","1.58","1.76","51.67M","666.25K","N/A","827.46K","3.60","88,839","8.03","8.13","1.25","17.39","815069.09","-16.15"
"AGZ","none","112.43","none","none","none","none","none","none","4.14%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","iShares","360.43M","none","none","none","none","none","none","none","none","none","39,262","112.46","112.62","0.14","17.39","9135463.18","-17.25"
"AH","8.30","23.70","32.82","N/A","556,475","512,571","101.31%","95.53%","2.31B","97.51M","29.29M","N/A","N/A","N/A","1.97","0.17","0.17","7.20","1.54","11.72","140.24","3.33","675.75M","35.05M","17.10M","2.53%","4.05%","Dec 31","Jun 30, 2011","6.71%","11.31%","2.34","N/A","150.30M","10.53M","N/A","10.41M","20.60","649,849","23.03","23.08","0.22","17.39","15131147.57","-17.18"
"AHB","none","9.74","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","12,100","9.24","9.31","0.76","17.39","0.00","-16.64"
"AHC","3.82","4.91","9.33","3.04","93,185","51,586","-29.35%","-35.13%","105.76M","21.54M","18.60M","0.24","4.70%","N/A","8.65","-6.04","-6.04","22.39","2.32","0.60","N/A","0.23","476.64M","37.56M","-128.48M","-26.96%","0.25%","Dec 31","Jun 30, 2011","0.20%","-51.36%","1.77","N/A","50.06M","787.66K","4.20%","764.35K","10.90","29,152","4.63","4.13","-10.80","17.39","262812.69","-28.19"
"AHGP","39.12","46.46","58.00","0.74","74,691","52,914","14.56%","8.78%","2.78B","59.86M","3.20M","2.33","5.00%","N/A","6.07","3.20","3.20","28.56","5.84","7.86","14.51","1.67","1.71B","535.43M","192.00M","11.23%","22.35%","Dec 31","Jun 30, 2011","17.15%","73.51%","3.12","130.26","349.61M","89.86K","0.70%","152.68K","1.20","66,499","48.37","50.68","4.78","17.39","2649031.42","-12.62"
"AHL","21.99","25.64","31.60","0.74","586,460","457,443","-16.34%","-22.12%","1.82B","70.84M","66.31M","0.60","2.40%","N/A","43.83","0.29","0.29","29.12","23.48","0.60","89.03","0.87","2.13B","95.20M","21.20M","2.07%","3.25%","Dec 31","Jun 30, 2011","0.48%","1.37%","0.88","16.07","1.66B","2.17M","3.10%","2.34M","4.80","481,763","25.37","26.52","4.53","17.39","21616432.39","-12.86"
"AHPI","3.31","3.62","5.81","0.88","4,168","3,471","-15.60%","-21.38%","29.43M","8.12M","4.54M","N/A","N/A","N/A","3.34","0.03","0.03","5.77","0.80","1.07","120.73","0.62","46.78M","1.77M","204.41K","0.44%","0.87%","Jun 30","Jun 30, 2011","0.79%","0.76%","5.06","N/A","6.51M","2.91K","0.10%","5.00K","1.00","997","3.46","3.61","4.34","17.39","10123.96","-13.06"
"AHS","3.60","4.28","9.33","1.72","265,274","178,214","-14.37%","-20.15%","172.83M","40.38M","38.62M","N/A","N/A","N/A","3.98","-1.30","-1.30","22.52","0.20","1.14","N/A","0.21","860.58M","47.92M","-50.21M","-5.79%","3.57%","Dec 31","Jun 30, 2011","3.96%","-27.64%","1.52","118.50","7.92M","2.52M","7.30%","2.73M","10.60","140,623","4.53","4.59","1.32","17.39","1069673.43","-16.07"
"AHT","5.93","8.20","14.32","2.94","966,629","461,071","-13.40%","-19.18%","557.85M","68.03M","61.59M","0.40","4.90%","N/A","14.35","-1.39","-1.39","16.06","3.33","0.60","N/A","0.68","871.32M","223.76M","-97.72M","-3.46%","10.48%","Dec 31","Jun 30, 2011","1.52%","-6.15%","0.82","231.98","226.55M","4.20M","10.90%","4.15M","4.80","578,323","8.23","7.96","-3.28","17.39","5243044.95","-20.67"
"AHY","none","10.45","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","5,400","10.21","10.05","-1.57","17.39","0.00","-18.96"
"AI","21.05","24.41","32.63","2.50","66,225","43,114","2.41%","-3.37%","186.74M","7.65M","6.50M","3.50","14.30%","Oct 7, 2009","27.47","4.24","4.24","5.77","89.16","0.90","5.75","4.25","44.40M","N/A","33.06M","74.47%","69.15%","Dec 31","Jun 30, 2011","4.99%","16.87%","1.04","323.32","682.06M","450.08K","6.90%","418.58K","8.00","22,879","21.99","19.94","-9.32","17.39","2746660.95","-26.72"
"AIA","none","40.49","none","none","none","none","none","none","-22.43%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","iShares","181.36M","none","none","none","none","none","none","none","none","none","8,441","40.94","41.365","1.04","17.39","2146688.90","-16.36"
"AIG","19.18","24.18","62.87","3.59","8,053,960","7,260,140","-38.83%","-44.61%","45.89B","1.90B","242.37M","N/A","N/A","Jul 1, 2009","48.83","5.24","5.24","39.59","31.72","0.51","4.61","0.63","75.15B","20.94B","8.19B","14.33%","13.62%","Dec 31","Jun 30, 2011","0.87%","9.92%","1.66","76.86","60.21B","20.96M","14.80%","23.92M","3.40","6,998,518","23.42","23.31","-0.47","17.39","201736343.58","-17.86"
"AIMC","10.12","13.81","27.48","2.22","286,520","192,700","-8.25%","-14.03%","370.74M","26.85M","25.59M","N/A","N/A","N/A","7.77","1.18","1.18","22.09","3.37","1.80","11.70","0.64","584.71M","89.62M","31.59M","5.40%","11.77%","Dec 31","Jul 2, 2011","7.66%","18.10%","3.06","133.77","90.49M","1.51M","N/A","1.58M","4.90","202,567","14.97","17.74","18.50","17.39","9361474.53","1.11"
"AIN","17.02","20.53","28.08","2.06","230,540","123,943","5.82%","0.04%","641.28M","31.24M","27.58M","0.52","2.50%","Dec 8, 1999","15.56","1.59","1.59","31.06","5.03","1.38","12.95","0.69","968.90M","155.81M","49.66M","5.13%","10.00%","Dec 31","Jun 30, 2011","4.72%","11.50%","3.21","86.44","157.05M","1.91M","6.80%","1.95M","8.60","132,790","21.22","24.26","14.33","17.39","4175183.54","-3.07"
"AINV","6.80","7.75","12.46","1.96","2,661,190","2,256,970","-27.35%","-33.13%","1.52B","196.39M","N/A","1.12","14.30%","N/A","9.76","1.35","1.35","1.92","0.05","0.82","5.74","4.17","375.12M","N/A","264.78M","70.58%","68.14%","Mar 31","Jun 30, 2011","5.00%","14.11%","1.41","65.36","9.20M","10.97M","N/A","12.36M","3.90","3,961,474","7.80","7.21","-7.56","17.39","25711732.80","-24.96"
"AIQ","1.00","1.11","4.74","0.82","268,025","119,457","-72.68%","-78.46%","56.79M","51.16M","N/A","N/A","N/A","N/A","-0.04","-0.70","-0.70","9.16","1.25","N/A","N/A","0.12","484.99M","140.49M","-37.01M","-7.63%","7.26%","Dec 31","Jun 30, 2011","2.49%","-69.10%","1.56","1,269.27","64.17M","895.65K","N/A","865.24K","4.40","218,269","1.14","1.22","7.02","17.39","530736.12","-10.38"
"AIR","14.96","18.99","31.66","1.24","439,777","395,014","-13.29%","-19.07%","737.97M","38.86M","36.81M","0.30","1.60%","Feb 24, 1998","21.86","1.78","1.78","48.11","1.94","0.90","10.67","0.41","1.85B","200.79M","73.18M","3.93%","7.52%","May 31","Aug 31, 2011","5.30%","9.46%","2.70","58.16","75.35M","2.80M","7.30%","2.68M","6.00","418,881","18.74","18.26","-2.56","17.39","6971561.10","-19.95"
"AIRM","40.24","77.98","81.00","1.42","97,212","97,371","91.48%","85.70%","988.86M","12.68M","11.35M","N/A","N/A","Apr 7, 1992","20.97","3.72","3.72","46.61","3.41","3.82","20.98","1.73","586.39M","107.44M","47.32M","8.07%","13.78%","Dec 31","Jun 30, 2011","10.82%","19.88%","2.39","37.52","43.20M","1.52M","15.10%","1.59M","16.90","109,499","78.15","80.72","3.29","17.39","8042572.80","-14.10"
"AIS","1.36","2.23","2.65","0.66","869,363","596,043","61.97%","56.19%","230.27M","103.26M","75.26M","N/A","N/A","Jan 29, 1999","0.30","-0.07","-0.07","0.16","0.32","7.57","N/A","17.57","13.52M","-5.72M","-5.86M","-43.39%","-43.64%","Dec 31","Jun 30, 2011","-13.49%","-29.79%","5.44","N/A","33.33M","6.82M","N/A","6.91M","10.00","646,185","2.20","2.62","19.09","17.39","1480193.00","1.70"
"AIT","24.50","32.30","36.77","1.26","443,794","400,257","-3.72%","-9.50%","1.38B","42.61M","38.50M","0.76","2.50%","Jun 16, 2006","14.87","2.24","2.24","52.15","2.14","2.16","14.42","0.62","2.21B","173.38M","96.76M","4.37%","6.81%","Jun 30","Jun 30, 2011","10.43%","16.28%","2.88","N/A","91.09M","2.11M","5.60%","2.02M","4.20","599,181","32.90","34.53","4.95","17.39","15881455.10","-12.44"
"AIV","20.08","25.22","28.12","2.47","2,321,760","2,065,600","6.88%","1.10%","3.05B","120.80M","119.14M","0.48","1.90%","N/A","2.67","-1.12","-1.12","9.71","0.71","9.54","N/A","2.70","1.14B","565.66M","-180.71M","-6.94%","12.54%","Dec 31","Jun 30, 2011","1.20%","-11.80%","1.60","402.57","85.32M","9.92M","9.60%","7.05M","4.60","2,495,373","23.20","21.78","-6.12","17.39","120479502.40","-23.51"
"AIXG","12.49","13.77","44.96","2.85","474,095","291,343","-57.54%","-63.32%","1.39B","100.70M","83.32M","0.60","4.60%","N/A","8.65","2.85","2.85","11.37","4.72","1.62","4.83","1.24","1.14B","419.39M","290.21M","25.52%","35.26%","Dec 31","Jun 30, 2011","22.72%","37.85%","3.32","N/A","475.55M","2.58M","N/A","2.75M","5.30","319,926","13.71","13.08","-4.60","17.39","7255880.40","-21.99"
"AIZ","30.65","38.05","41.90","1.56","1,288,490","974,357","-3.76%","-9.54%","3.59B","94.47M","93.56M","0.72","1.80%","N/A","51.33","2.53","2.53","80.62","16.75","0.77","15.03","0.45","8.32B","951.09M","264.88M","3.18%","9.83%","Dec 31","Jun 30, 2011","1.93%","5.34%","0.71","21.85","1.58B","2.04M","2.00%","2.53M","1.60","1,477,328","37.00","39.24","6.05","17.39","35127060.00","-11.34"
"AJB","none","14.10","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","400","14.60","13.75","-5.82","17.39","0.00","-23.22"
"AJG","24.29","30.54","31.92","0.95","850,020","1,176,760","13.85%","8.07%","3.43B","112.15M","110.25M","1.32","4.30%","Jan 19, 2001","10.73","1.45","1.45","17.69","2.35","2.92","21.06","1.84","1.91B","342.00M","149.10M","8.25%","12.72%","Dec 31","Jun 30, 2011","3.74%","13.75%","1.06","59.03","263.20M","1.78M","2.00%","1.88M","2.30","2,180,220","29.90","30.98","3.61","17.39","43768517.00","-13.78"
"AKAM","18.25","23.30","54.65","0.34","5,141,070","4,698,760","-49.34%","-55.12%","4.30B","184.38M","179.03M","N/A","N/A","N/A","11.98","1.00","1.00","5.91","2.70","2.06","23.23","4.17","1.09B","420.84M","190.76M","17.48%","26.79%","Dec 31","Jun 30, 2011","7.93%","9.08%","5.41","N/A","497.23M","7.16M","N/A","7.79M","2.10","4,100,372","26.64","28.91","8.52","17.39","155031480.00","-8.87"
"AKE","none","9.60","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","4,300","9.56","9.5911","0.33","17.39","0.00","-17.07"
"AKN","none","9.22","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","300","9.4699","9.38","-0.95","17.39","9469.90","-18.34"
"AKP","12.01","13.66","14.41","0.13","14,786","12,586","-4.96%","-10.74%","116.60M","8.54M","N/A","0.91","6.70%","N/A","13.50","0.15","0.15","1.19","0.03","1.01","91.68","11.39","10.19M","N/A","1.28M","15.48%","85.62%","Oct 31","Apr 30, 2011","2.71%","0.83%","0.40","4.79","279.72K","4.89K","N/A","8.18K","0.40","8,229","13.70","14.15","3.28","17.39","257368.20","-14.11"
"AKR","17.42","19.51","22.23","1.40","358,148","302,429","0.41%","-5.37%","786.88M","40.33M","39.63M","0.72","3.70%","N/A","8.52","1.28","1.28","4.17","3.69","2.33","15.28","4.76","167.77M","95.06M","22.78M","30.87%","32.15%","Dec 31","Jun 30, 2011","2.19%","2.22%","1.51","133.39","148.86M","3.10M","11.40%","3.27M","9.20","261,488","19.86","19.58","-1.41","17.39","7133433.96","-18.80"
"AKRX","4.37","8.88","9.50","1.26","1,065,070","839,543","98.45%","92.67%","840.41M","94.64M","67.56M","N/A","N/A","N/A","1.44","0.49","0.49","1.10","1.42","6.25","18.27","8.22","103.30M","25.01M","51.49M","49.85%","19.76%","Dec 31","Jun 30, 2011","7.75%","53.39%","9.96","72.83","134.48M","5.15M","7.90%","6.11M","4.60","1,583,496","9.89","10.76","8.80","17.39","56376392.27","-8.60"
"AKS","5.51","7.47","17.88","2.79","10,469,400","9,635,470","-35.30%","-41.08%","823.67M","110.26M","108.74M","0.20","2.50%","Nov 18, 1997","5.89","-1.05","-1.05","57.76","0.41","1.47","N/A","0.15","6.34B","110.50M","-115.20M","-1.83%","-1.48%","Dec 31","Jun 30, 2011","-1.31%","-15.54%","1.32","143.63","45.60M","23.77M","21.80%","24.35M","2.90","17,923,681","7.98","8.46","6.02","17.39","110991194.58","-11.38"
"AL","17.24","21.89","29.94","N/A","262,295","377,386","N/A","none","2.20B","100.71M","76.67M","N/A","N/A","N/A","21.11","-0.07","-0.07","2.57","4.42","1.05","N/A","11.77","189.64M","N/A","-4.95M","-2.61%","20.14%","Dec 31","Jun 30, 2011","N/A","N/A","8.02","65.07","445.04M","5.10M","8.40%","4.69M","19.80","254,571","22.55","22.42","-0.58","17.39","8993842.00","-17.97"
"ALB","38.02","50.96","71.79","1.58","1,478,320","1,569,190","-2.92%","-8.70%","4.68B","91.74M","90.86M","0.70","1.50%","Mar 2, 2007","18.82","4.32","4.32","28.71","5.35","2.58","11.79","1.70","2.63B","617.88M","399.40M","15.19%","19.91%","Dec 31","Jun 30, 2011","10.86%","27.78%","3.69","42.83","490.71M","1.41M","1.60%","2.34M","1.20","4,549,048","50.97","54.53","6.98","17.39","69280870.56","-10.41"
"ALC","11.16","13.27","19.61","1.45","84,512","47,171","-17.20%","-22.98%","307.59M","23.18M","17.71M","0.40","3.00%","Jun 16, 2011","12.88","0.92","0.92","10.10","0.21","1.09","14.47","1.38","234.00M","62.38M","21.26M","9.09%","17.18%","Dec 31","Jun 30, 2011","5.43%","7.35%","0.62","34.97","4.77M","715.01K","5.40%","681.18K","8.60","34,721","13.61","13.74","0.96","17.39","868794.35","-16.44"
"ALCO","18.40","21.50","28.56","1.00","9,066","8,271","-15.82%","-21.60%","158.02M","7.35M","2.85M","0.48","2.20%","N/A","15.39","0.78","0.78","13.31","0.55","1.46","27.56","1.68","97.97M","23.94M","5.70M","5.82%","16.79%","Sep 30","Jun 30, 2011","5.22%","5.13%","3.87","58.23","4.06M","166.22K","7.50%","156.37K","21.20","6,325","22.30","17.94","-19.55","17.39","307762.30","-36.95"
"ALD","none","50.97","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","WisdomTree Trust","660.09M","none","none","none","none","none","none","none","none","none","65,691","50.98","50.39","-1.16","17.39","3176716.74","-18.55"
"ALE","34.81","38.21","42.10","0.71","229,378","231,786","6.41%","0.63%","1.34B","35.00M","30.92M","1.78","4.60%","Sep 21, 2004","29.40","2.50","2.50","26.71","2.27","1.33","15.31","1.48","924.30M","220.00M","87.10M","9.42%","14.60%","Dec 31","Jun 30, 2011","3.31%","8.62%","2.01","75.75","79.40M","1.36M","N/A","1.40M","5.70","151,453","38.38","39.85","3.83","17.39","13387749.98","-13.56"
"ALEX","33.14","40.48","55.50","1.62","196,165","113,043","18.58%","12.80%","1.69B","41.69M","37.20M","1.26","3.10%","N/A","27.17","1.66","1.66","43.42","0.36","1.52","24.33","0.96","1.80B","193.00M","48.10M","3.87%","4.72%","Dec 31","Jun 30, 2011","2.12%","4.31%","1.05","49.07","15.00M","1.34M","N/A","1.44M","7.80","64,813","40.24","37.89","-5.84","17.39","5824659.52","-23.23"
"ALG","19.71","23.70","29.27","1.31","40,837","23,500","-0.58%","-6.36%","282.24M","11.91M","7.10M","0.24","1.10%","N/A","23.03","2.25","2.25","47.09","2.19","1.04","10.53","0.51","556.86M","50.85M","26.83M","4.82%","7.21%","Dec 31","Jun 30, 2011","6.17%","10.62%","3.69","21.19","26.15M","268.09K","3.90%","273.76K","7.00","32,648","22.77","28.40","24.73","17.39","542495.25","7.33"
"ALGN","14.25","17.57","25.94","1.82","638,429","461,314","3.20%","-2.58%","1.38B","78.48M","60.25M","N/A","N/A","N/A","5.49","0.68","0.68","5.39","2.24","3.29","25.80","3.42","413.78M","94.80M","53.72M","12.98%","19.26%","Dec 31","Jun 30, 2011","10.42%","14.07%","2.62","N/A","175.36M","5.19M","8.80%","5.62M","9.80","571,686","21.72","24.50","12.80","17.39","32681019.72","-4.59"
"ALGT","38.95","51.86","52.95","0.49","177,855","154,400","22.88%","17.10%","988.24M","19.06M","14.93M","N/A","N/A","N/A","17.23","2.84","2.84","37.93","16.65","3.03","18.27","1.38","719.33M","129.19M","54.28M","7.60%","12.68%","Dec 31","Jun 30, 2011","9.26%","17.11%","1.90","43.35","317.31M","3.22M","25.30%","3.42M","23.20","130,860","51.49","52.08","1.15","17.39","6243625.91","-16.25"
"ALIM","6.40","7.11","12.70","N/A","70,368","79,971","-30.60%","-36.38%","223.20M","31.39M","7.34M","N/A","N/A","N/A","1.17","-0.71","-0.71","N/A","1.42","6.38","N/A","N/A","N/A","-21.32M","-22.24M","N/A","N/A","Dec 31","Jun 30, 2011","-25.03%","-47.86%","8.76","16.63","44.43M","1.07M","N/A","1.03M","15.00","41,871","7.39","1.32","-82.14","17.39","901794.31","-99.53"
"ALJ","5.20","7.21","15.58","0.99","326,537","216,957","35.34%","29.56%","402.57M","55.84M","11.35M","0.16","2.10%","N/A","6.25","-0.25","-0.25","106.17","2.10","1.23","N/A","0.07","5.80B","165.79M","-13.93M","-0.24%","1.12%","Dec 31","Jun 30, 2011","1.77%","-4.54%","1.13","278.00","117.14M","1.35M","10.80%","1.26M","5.30","218,366","7.25","8.55","17.93","17.39","2428228.00","0.54"
"ALK","50.16","65.92","70.61","0.47","453,266","501,543","34.98%","29.20%","2.35B","35.64M","35.45M","N/A","N/A","N/A","35.47","6.66","6.66","117.58","35.51","1.93","9.90","0.58","4.23B","736.60M","245.30M","5.80%","11.65%","Dec 31","Sep 30, 2011","5.94%","20.99%","1.14","93.24","1.27B","1.76M","4.90%","1.74M","4.90","451,082","65.61","69.42","5.81","17.39","35600773.32","-11.59"
"ALKS","10.37","16.60","20.00","0.74","892,780","869,700","58.74%","52.96%","1.62B","97.34M","91.29M","N/A","N/A","May 15, 2000","4.05","-0.48","-0.48","2.15","2.55","4.24","N/A","8.10","206.24M","-28.47M","-45.37M","-22.00%","-17.90%","Mar 31","Jun 30, 2011","-4.89%","-11.38%","6.77","N/A","247.74M","5.93M","8.30%","6.13M","8.50","582,673","16.87","15.29","-9.37","17.39","17706245.90","-26.76"
"ALL","22.27","26.50","34.40","1.72","5,855,150","5,513,030","-18.89%","-24.67%","13.69B","516.61M","516.11M","0.84","3.10%","Jul 2, 1998","36.29","1.05","1.05","60.29","6.50","0.75","25.26","0.43","32.20B","1.26B","562.00M","1.75%","2.96%","Dec 31","Jun 30, 2011","0.46%","3.05%","0.51","31.43","3.36B","10.90M","2.20%","13.29M","1.90","4,758,271","26.09","26.79","2.68","17.39","209809961.93","-14.71"
"ALLB","7.22","10.00","11.29","0.30","6,565","1,150","37.36%","31.58%","54.39M","5.44M","3.76M","0.20","2.10%","Jan 31, 2007","15.79","0.32","0.32","2.06","13.93","0.63","30.86","4.00","13.61M","N/A","2.13M","15.69%","23.34%","Dec 31","Jun 30, 2011","0.47%","3.17%","N/A","N/A","75.75M","2.60K","0.10%","1.83K","2.20","5,500","10.00","9.77","-2.30","17.39","894400.00","-19.69"
"ALLT","6.74","13.20","19.15","1.70","281,615","152,743","66.99%","61.21%","319.99M","24.24M","17.91M","N/A","N/A","N/A","2.93","0.21","0.21","2.83","2.56","4.17","61.68","4.44","66.51M","8.06M","5.34M","8.03%","8.01%","Dec 31","Jun 30, 2011","3.65%","8.22%","3.69","N/A","61.95M","459.42K","3.30%","493.68K","2.60","766,426","14.45","16.86","16.68","17.39","7420479.60","-0.72"
"ALM","none","26.19","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","17,368","26.29","26.61","1.22","17.39","218496.19","-16.18"
