"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Start Price","End Price","Company Return","Market Return","DCV","Delta Return"
"A","28.67","35.93","55.33","1.60","5,995,190","5,086,290","7.56%","1.78%","12.48B","347.21M","344.79M","N/A","N/A","N/A","12.07","2.87","2.87","18.67","8.93","3.11","12.54","2.02","6.46B","1.29B","1.02B","15.71%","16.01%","Oct 31","Jul 31, 2011","7.25%","28.96%","3.47","51.62","3.10B","4.14M","N/A","5.26M","0.80","5,272,548","35.29","37.50","6.26","17.39","266123336.89","-11.13"
"AA","8.45","10.14","18.47","2.27","33,351,400","40,043,300","-17.86%","-23.64%","10.79B","1.06B","1.06B","0.12","1.20%","Jun 12, 2000","13.97","0.95","0.95","23.44","1.25","0.76","10.64","0.46","24.61B","3.61B","1.06B","4.31%","8.64%","Dec 31","Sep 30, 2011","3.41%","7.22%","1.36","50.93","1.34B","63.78M","6.00%","59.39M","2.30","31,760,616","10.40","10.02","-3.65","17.39","478301782.40","-21.05"
"AAC","9.59","9.80","9.78","N/A","3,317","171","N/A","none","83.62M","8.53M","N/A","N/A","N/A","Jan 15, 2009","0.68","N/A","N/A","N/A","Conglomerates","14.41","N/A","N/A","N/A","N/A","-255.83K","N/A","N/A","Jun 30","Jun 30, 2011","N/A","N/A","12.36","N/A","Conglomerates","2.00K","N/A","1.30K","0.20","600","9.80","9.82","0.20","17.39","0.00","-17.19"
"AACC","2.80","3.05","7.21","2.33","27,219","30,957","-45.05%","-50.83%","93.52M","30.66M","14.86M","N/A","N/A","N/A","4.24","0.06","0.06","6.54","0.24","0.76","50.00","0.49","201.02M","16.23M","2.00M","0.99%","5.88%","Dec 31","Jun 30, 2011","1.96%","1.56%","15.14","133.06","7.30M","280.46K","4.40%","281.10K","10.20","8,754","3.43","3.52","2.62","17.39","116424.49","-14.77"
"AADR","none","28.11","none","none","none","none","none","none","-0.21%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","AdvisorShares","8.17M","none","none","none","none","none","none","none","none","none","234","28.2143","27.23","-3.49","17.39","72792.89","-20.88"
"AAME","1.26","1.88","2.25","1.00","4,135","4,514","11.18%","5.40%","41.78M","22.23M","9.20M","N/A","N/A","N/A","3.78","0.10","0.10","5.09","1.11","0.50","18.80","0.37","113.28M","6.24M","2.15M","2.35%","5.19%","Dec 31","Jun 30, 2011","1.35%","3.17%","1.47","48.98","24.65M","4.16K","0.10%","5.02K","1.40","6,996","1.80","1.99","10.56","17.39","2984.40","-6.84"
"AAN","16.16","26.35","24.32","1.03","605,969","451,057","10.44%","4.66%","2.07B","78.66M","70.69M","0.05","0.20%","Apr 16, 2010","12.68","1.37","1.37","24.24","2.24","2.24","19.23","1.14","1.95B","276.55M","112.15M","5.75%","11.65%","Dec 31","Jun 30, 2011","9.80%","11.51%","1.59","4.11","176.38M","3.86M","133.50%","3.74M","7.90","940,910","25.73","26.28","2.14","17.39","16049524.91","-15.26"
"AAON","14.64","19.14","24.23","0.86","81,859","64,043","20.07%","14.29%","472.01M","24.66M","18.63M","0.24","1.20%","Jun 14, 2011","4.87","0.74","0.74","10.49","0.19","4.10","25.97","1.89","259.70M","38.30M","18.44M","7.10%","10.70%","Dec 31","Jun 30, 2011","10.04%","16.02%","1.68","6.36","4.66M","2.00M","12.40%","2.04M","28.90","56,471","19.91","21.91","10.05","17.39","1353461.89","-7.35"
"AAP","49.50","63.54","72.32","0.37","1,188,500","814,229","2.37%","-3.41%","4.83B","75.98M","71.32M","0.24","0.40%","Sep 26, 2005","10.06","4.34","4.34","74.88","0.91","6.32","14.64","0.80","6.05B","776.86M","357.19M","5.92%","10.02%","Jan 1","Jul 16, 2011","10.93%","39.15%","1.12","74.49","68.82M","3.49M","5.40%","4.19M","3.70","439,265","64.82","69.22","6.79","17.39","52001391.26","-10.61"
"AAPL","297.76","397.77","426.70","0.87","23,145,100","25,090,400","31.39%","25.61%","369.64B","929.28M","923.56M","N/A","N/A","Feb 28, 2005","82.45","27.68","27.68","117.12","27.93","4.92","14.37","3.48","108.25B","35.60B","25.92B","23.95%","31.22%","Sep 24","Sep 24, 2011","22.05%","41.67%","1.61","N/A","25.95B","11.69M","N/A","14.33M","0.60","15,360,503","396.51","382.20","-3.61","17.39","7475862188.58","-21.00"
"AAR","10.55","10.86","24.85","N/A","44,622","131,929","-51.18%","-56.96%","3.64B","335.23M","322.87M","N/A","N/A","N/A","-14.42","-2.93","-2.93","70.74","12.82","N/A","N/A","0.16","23.61B","898.00M","-982.00M","-4.16%","-0.86%","Dec 31","Sep 30, 2011","-0.50%","N/A","0.77","N/A","4.30B","N/A","N/A","N/A","N/A","116,096","13.44","3.985","-70.35","17.39","329750.40","-87.74"
"AAT","16.47","19.64","23.34","N/A","223,103","155,629","N/A","none","771.52M","39.28M","33.35M","0.84","4.30%","N/A","16.23","0.10","0.10","4.30","2.36","1.23","190.68","4.65","168.92M","103.83M","3.90M","8.07%","30.75%","Dec 31","Jun 30, 2011","2.30%","2.31%","6.41","135.43","92.54M","1.30M","9.40%","1.21M","6.80","142,813","19.11","20.64","8.01","17.39","3444902.37","-9.39"
"AATI","3.43","4.39","6.10","1.32","877,163","189,014","16.93%","11.15%","193.83M","44.15M","36.99M","N/A","N/A","N/A","2.72","-0.36","-0.36","2.20","1.97","1.65","N/A","2.12","93.53M","-11.59M","-15.38M","-16.45%","-15.49%","Dec 31","Jun 30, 2011","-6.39%","-12.67%","6.77","N/A","86.92M","1.61M","N/A","1.64M","1.20","215,953","4.22","5.745","36.14","17.39","1173054.50","18.74"
"AAU","2.11","2.53","5.35","0.95","272,568","214,286","-12.29%","-18.07%","146.57M","57.93M","53.37M","N/A","N/A","N/A","0.68","-0.15","-0.15","0.00","0.34","3.80","N/A","1,770.45","84.09K","-7.59M","-8.19M","N/A","-9,562.11%","Dec 31","Jun 30, 2011","-15.22%","-25.18%","43.35","N/A","19.92M","485.71K","1.00%","522.73K","1.90","399,534","2.67","2.72","1.87","17.39","376470.00","-15.52"
"AAWW","29.50","37.68","73.19","2.57","358,269","246,900","-28.38%","-34.16%","990.31M","26.28M","25.89M","N/A","N/A","N/A","41.29","4.17","4.17","51.25","17.87","0.95","9.03","0.77","1.33B","205.04M","109.73M","8.23%","12.84%","Dec 31","Jun 30, 2011","5.63%","10.88%","2.41","38.21","469.75M","1.44M","5.60%","1.88M","3.50","171,827","37.11","42.25","13.85","17.39","13146291.72","-3.54"
"AAXJ","none","52.21","none","none","none","none","none","none","-25.98%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","iShares","1.46B","none","none","none","none","none","none","none","none","none","471,677","52.80","52.47","-0.62","17.39","26903131.20","-18.02"
"AB","12.56","14.25","26.55","1.89","416,697","289,957","-44.43%","-50.21%","1.50B","105.17M","101.92M","1.36","9.50%","Apr 3, 1998","16.94","1.31","1.31","1.59","N/A","0.86","10.92","9.37","162.88M","N/A","134.33M","82.47%","100.00%","Dec 31","Jun 30, 2011","5.76%","7.60%","N/A","N/A","N/A","2.84M","N/A","3.03M","7.50","436,449","13.58","13.41","-1.25","17.39","7266549.36","-18.65"
"ABAT","0.79","1.01","4.35","1.21","1,143,820","553,371","-74.19%","-79.97%","76.90M","76.14M","66.95M","N/A","N/A","Jul 13, 2004","3.11","0.53","0.53","1.50","0.97","0.33","1.91","0.68","114.74M","46.94M","43.93M","38.29%","37.17%","Dec 31","Jun 30, 2011","12.64%","22.42%","13.72","N/A","74.04M","5.31M","7.90%","5.53M","6.60","417,579","0.9302","","0.00","17.39","712269.02","-17.39"
"ABAX","19.68","24.71","31.69","1.04","186,005","142,743","7.86%","2.08%","563.78M","22.82M","21.58M","N/A","N/A","N/A","7.51","0.58","0.58","6.44","2.71","3.34","42.60","3.96","144.73M","24.43M","13.17M","9.10%","13.63%","Mar 31","Jun 30, 2011","6.88%","8.18%","6.89","0.47","61.76M","2.69M","15.10%","2.77M","19.00","151,860","27.37","27.67","1.10","17.39","4853248.40","-16.30"
"ABB","15.89","19.40","27.58","1.47","4,148,050","2,460,500","-12.72%","-18.50%","44.43B","2.29B","2.12B","0.67","3.50%","N/A","6.98","1.33","1.33","15.39","2.15","2.81","14.64","1.28","35.16B","5.34B","3.01B","8.59%","13.08%","Dec 31","Jun 30, 2011","7.80%","20.44%","1.38","22.18","4.92B","1.54M","N/A","1.80M","0.40","2,175,803","18.10","18.97","4.81","17.39","110682929.90","-12.59"
"ABC","30.51","39.60","43.47","0.76","3,352,540","1,715,460","26.91%","21.13%","10.66B","269.26M","267.32M","0.46","1.20%","Jun 16, 2009","11.77","2.50","2.50","288.58","7.43","3.45","15.86","0.14","79.53B","1.33B","700.53M","0.88%","1.53%","Sep 30","Jun 30, 2011","5.26%","22.84%","1.11","42.52","2.00B","6.45M","2.40%","8.85M","2.40","1,897,900","40.04","37.15","-7.22","17.39","104093829.84","-24.61"
"ABCB","8.31","9.49","11.20","1.61","77,849","76,614","2.24%","-3.54%","225.54M","23.77M","22.87M","N/A","N/A","Mar 29, 2010","9.54","0.03","0.03","3.36","12.07","1.01","338.93","2.73","83.70M","N/A","1.23M","5.32%","0.13%","Dec 31","Jun 30, 2011","0.17%","1.61%","N/A","N/A","286.88M","1.76M","7.70%","1.71M","27.10","216,433","9.93","10.00","0.70","17.39","899608.35","-16.69"
"ABCD","2.48","3.19","3.98","N/A","55,734","44,486","-1.50%","-7.28%","134.84M","42.27M","5.67M","N/A","N/A","N/A","2.69","-0.01","-0.01","4.37","0.30","1.22","N/A","0.72","193.02M","50.57M","-283.00K","-0.15%","9.41%","Dec 31","Jun 30, 2011","2.93%","-0.24%","1.45","164.04","12.58M","672.74K","N/A","652.62K","9.70","37,166","3.21","3.20","-0.31","17.39","166868.64","-17.71"
"ABCO","45.41","61.09","68.20","0.63","108,898","95,757","30.29%","24.51%","989.60M","16.20M","15.92M","N/A","N/A","N/A","9.81","1.07","1.07","19.22","2.17","6.33","57.15","3.30","305.17M","40.60M","17.80M","5.83%","9.75%","Mar 31","Jun 30, 2011","4.00%","12.73%","0.82","N/A","35.19M","929.86K","6.60%","731.21K","9.50","116,391","60.71","72.38","19.22","17.39","9531045.03","1.83"
"ABCW","0.48","0.49","1.90","2.64","32,903","17,986","-27.94%","-33.72%","10.64M","21.68M","20.79M","N/A","N/A","Aug 25, 1998","-4.42","-2.22","-2.22","4.22","5.94","N/A","N/A","0.12","89.67M","N/A","-47.16M","-37.76%","3.11%","Mar 31","Jun 30, 2011","-0.94%","-349.82%","N/A","N/A","128.75M","2.21M","10.60%","2.22M","72.00","25,449","0.50","","0.00","17.39","24939.50","-17.39"
"ABD","4.33","5.80","10.39","4.35","332,137","239,357","1.01%","-4.77%","320.05M","55.18M","54.52M","N/A","N/A","N/A","-0.51","0.83","0.83","24.61","1.68","N/A","6.95","0.24","1.35B","142.70M","9.70M","3.53%","8.69%","Dec 31","Jun 30, 2011","6.68%","N/A","2.19","N/A","92.70M","3.78M","N/A","3.75M","12.40","239,273","6.49","9.43","45.30","17.39","2406446.57","27.91"
"ABFS","14.22","18.68","29.08","1.72","428,998","313,814","-24.92%","-30.70%","474.86M","25.42M","22.03M","0.12","0.60%","N/A","18.74","-0.45","-0.45","71.95","6.00","1.03","N/A","0.27","1.82B","48.61M","-11.48M","-0.62%","-1.27%","Dec 31","Jun 30, 2011","-1.66%","-2.32%","1.60","14.56","152.41M","1.45M","6.00%","1.40M","3.80","205,610","19.47","19.12","-1.80","17.39","9710097.87","-19.19"
"ABG","13.85","19.80","22.00","3.03","485,489","373,014","38.98%","33.20%","640.00M","32.32M","20.74M","N/A","N/A","N/A","9.65","1.56","1.56","129.74","0.72","2.14","12.72","0.16","4.18B","136.30M","34.10M","1.24%","2.74%","Dec 31","Jun 30, 2011","5.36%","11.82%","1.50","264.62","23.20M","4.48M","19.10%","4.56M","8.90","455,820","18.33","19.72","7.58","17.39","11078413.71","-9.81"
"ABH","13.70","16.20","30.54","N/A","470,235","402,257","N/A","none","1.57B","97.09M","79.57M","N/A","N/A","N/A","38.92","30.65","30.65","62.65","3.06","0.43","0.53","0.33","4.85B","492.00M","3.50B","72.22%","3.03%","Dec 31","Jun 30, 2011","1.39%","698.76%","3.17","18.57","297.00M","9.28M","13.20%","10.01M","35.90","314,007","16.30","15.03","-7.79","17.39","7444747.90","-25.18"
"ABI","none","13.85","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","8,600","13.74","13.81","0.51","17.39","0.00","-16.88"
"ABIO","1.00","1.24","4.04","2.04","42,459","13,443","-68.62%","-74.40%","13.04M","10.52M","7.25M","N/A","N/A","Jan 28, 2009","0.72","-0.61","-0.61","N/A","0.71","1.72","N/A","N/A","N/A","-8.00M","-5.61M","N/A","N/A","Dec 31","Jun 30, 2011","-51.57%","-62.35%","7.80","N/A","7.46M","297.76K","N/A","336.30K","7.70","18,139","1.12","1.38","23.21","17.39","8908.48","5.82"
"ABL","3.12","5.50","11.45","1.58","1,918","700","75.39%","69.61%","18.96M","3.45M","1.29M","N/A","N/A","Jul 12, 1994","14.73","16.77","16.77","61.00","0.86","0.38","0.33","0.09","209.95M","6.51M","4.24M","27.53%","1.00%","Dec 31","Jun 30, 2011","0.62%","136.86%","1.89","28.81","2.95M","3.36K","N/A","3.01K","3.90","3,326","5.15","4.71","-8.54","17.39","0.00","-25.94"
"ABM","17.29","19.58","27.14","1.31","348,146","240,200","-10.19%","-15.97%","1.04B","53.25M","44.39M","0.56","2.80%","May 7, 2002","14.73","1.34","1.34","76.86","0.74","1.39","14.58","0.27","4.07B","179.66M","71.95M","1.78%","3.21%","Oct 31","Jul 31, 2011","4.72%","9.59%","1.73","46.57","39.61M","2.94M","N/A","2.75M","7.90","202,281","19.05","21.73","14.07","17.39","6360566.40","-3.33"
"ABMD","8.97","12.78","19.19","1.34","219,288","162,886","16.73%","10.95%","481.45M","37.67M","32.02M","N/A","N/A","Oct 2, 2000","2.95","-0.28","-0.28","2.84","1.57","4.23","N/A","4.42","106.50M","-6.12M","-10.37M","-9.74%","-8.97%","Mar 31","Jun 30, 2011","-4.78%","-9.88%","5.46","N/A","59.13M","2.10M","N/A","2.12M","10.70","240,266","14.33","20.14","40.54","17.39","5236898.50","23.15"
"ABR","3.19","3.61","7.50","4.37","73,416","50,183","-33.52%","-39.30%","91.83M","25.44M","16.89M","N/A","N/A","N/A","8.07","-2.08","-2.08","-0.34","1.70","0.44","N/A","N/A","-8.70M","N/A","-54.05M","N/A","756.19%","Dec 31","Jun 30, 2011","-3.00%","-23.92%","21.41","677.89","43.17M","425.71K","N/A","411.69K","5.60","50,955","3.54","3.45","-2.54","17.39","126331.98","-19.94"
"ABT","45.07","52.99","55.61","0.31","10,152,200","13,907,100","1.79%","-3.99%","82.48B","1.56B","1.50B","1.92","3.60%","Jun 1, 1998","16.95","2.90","2.90","24.76","5.71","3.15","18.28","2.16","38.44B","11.23B","4.55B","11.84%","21.04%","Dec 31","Sep 30, 2011","N/A","N/A","N/A","68.83","8.89B","20.86M","N/A","20.32M","2.60","9,650,200","52.76","54.55","3.39","17.39","461239685.48","-14.00"
"ABV","25.59","33.58","36.30","1.00","3,713,370","2,582,790","18.62%","12.84%","104.24B","3.10B","1.20B","0.75","2.20%","Dec 28, 2010","4.51","1.51","1.51","4.70","1.05","7.52","22.25","7.24","14.54B","6.71B","4.69B","32.25%","40.85%","Dec 31","Jun 30, 2011","15.89%","34.13%","1.10","20.31","3.25B","11.48M","N/A","6.61M","3.20","2,488,131","33.65","34.38","2.17","17.39","83025048.80","-15.22"
"ABVA","2.65","5.17","7.00","0.48","14,968","13,257","91.73%","85.95%","26.41M","5.11M","4.23M","N/A","N/A","Jun 7, 2006","7.00","0.23","0.23","3.66","16.34","0.73","22.48","1.39","18.69M","N/A","1.16M","6.20%","12.62%","Dec 31","Jun 30, 2011","0.20%","3.25%","N/A","N/A","83.45M","1.78K","N/A","2.08K","0.30","107,800","5.15","3.77","-26.80","17.39","39943.40","-44.19"
"ABVT","49.79","56.46","78.07","0.75","195,688","118,343","4.40%","-1.38%","1.46B","25.82M","20.59M","N/A","N/A","Sep 4, 2009","23.16","2.65","2.65","17.31","3.73","2.49","21.34","3.35","444.50M","179.70M","70.10M","15.77%","24.66%","Dec 31","Jun 30, 2011","7.86%","11.42%","1.21","9.20","96.40M","1.24M","N/A","1.27M","6.50","88,719","55.59","59.74","7.47","17.39","8650081.95","-9.93"
"ABX","42.50","47.20","55.95","0.71","9,239,870","7,654,760","-0.54%","-6.32%","47.17B","999.44M","997.16M","0.49","1.10%","Mar 2, 1993","21.59","3.76","3.76","12.31","2.87","2.14","12.56","3.78","12.24B","6.74B","3.70B","30.68%","45.07%","Dec 31","Jun 30, 2011","9.06%","18.01%","2.24","56.77","2.86B","7.47M","N/A","9.41M","0.80","8,685,121","49.32","52.88","7.22","17.39","414019255.32","-10.18"
"ACAD","0.65","1.13","3.30","2.69","311,123","161,457","32.18%","26.40%","59.66M","52.80M","38.94M","N/A","N/A","N/A","0.62","0.28","0.28","0.85","0.76","1.85","4.09","1.57","38.60M","12.96M","12.52M","32.45%","32.23%","Dec 31","Jun 30, 2011","19.33%","69.63%","6.90","0.12","40.36M","240.88K","N/A","227.13K","1.00","145,438","1.17","0.98","-16.24","17.39","189740.07","-33.63"
"ACAS","5.98","7.04","10.85","2.84","5,359,660","3,409,810","11.57%","5.79%","2.49B","353.82M","286.93M","N/A","N/A","N/A","13.16","3.87","3.87","1.70","0.53","0.56","1.82","4.43","586.00M","407.00M","1.37B","234.47%","67.92%","Dec 31","Jun 30, 2011","3.96%","35.90%","1.33","38.32","186.00M","10.53M","N/A","11.82M","2.30","3,306,775","7.42","6.97","-6.06","17.39","35310340.52","-23.46"
"ACAT","11.55","16.94","17.97","2.04","120,417","74,829","33.15%","27.37%","307.97M","18.18M","11.66M","N/A","N/A","Sep 6, 1994","9.93","0.82","0.82","26.11","5.46","1.68","20.73","0.63","476.17M","37.03M","15.16M","3.18%","4.50%","Mar 31","Jun 30, 2011","5.10%","8.82%","2.40","N/A","99.29M","587.40K","3.60%","580.77K","5.10","124,383","20.38","19.88","-2.45","17.39","2327803.60","-19.85"
"ACC","30.03","39.23","41.09","0.93","1,156,420","1,065,790","22.11%","16.33%","2.73B","69.53M","69.14M","1.35","3.40%","N/A","18.50","0.84","0.84","5.85","0.69","2.16","46.59","7.24","383.02M","187.27M","41.32M","14.83%","26.17%","Dec 31","Jun 30, 2011","2.63%","3.90%","2.25","91.41","48.26M","5.87M","N/A","4.91M","4.10","819,162","37.89","39.34","3.83","17.39","36054949.41","-13.57"
"ACCL","5.68","6.06","8.95","0.97","192,811","202,971","-14.90%","-20.68%","334.91M","55.27M","47.36M","N/A","N/A","N/A","4.25","-0.49","-0.49","2.15","2.09","1.45","N/A","2.97","114.81M","-8.00M","-26.32M","-22.93%","-22.15%","Dec 31","Jun 30, 2011","N/A","N/A","1.32","N/A","115.63M","2.50M","N/A","2.63M","12.90","347,933","6.47","7.13","10.20","17.39","1127785.70","-7.19"
"ACE","56.90","69.00","71.58","0.69","2,738,150","2,926,190","16.22%","10.44%","23.32B","337.97M","336.19M","1.40","2.00%","Mar 3, 1998","71.36","7.44","7.44","48.24","9.51","0.99","9.27","1.46","16.36B","3.22B","2.54B","15.54%","19.58%","Dec 31","Jun 30, 2011","2.36%","11.17%","0.72","27.70","3.21B","4.07M","1.40%","4.80M","1.70","3,006,459","69.42","69.53","0.16","17.39","201785404.86","-17.24"
"ACET","4.51","5.86","9.47","1.22","125,892","75,686","-17.17%","-22.95%","156.41M","26.69M","24.25M","0.20","3.30%","Jan 11, 2005","6.04","0.34","0.34","15.92","1.11","1.01","17.24","0.39","412.43M","23.11M","8.97M","2.17%","4.27%","Jun 30","Jun 30, 2011","4.05%","5.97%","2.39","34.41","29.61M","1.05M","4.20%","1.10M","7.90","74,403","5.89","6.85","16.30","17.39","721330.63","-1.09"
"ACFC","1.22","1.80","10.44","1.03","6,066","2,814","40.74%","34.96%","4.56M","2.54M","2.22M","N/A","N/A","N/A","21.33","-0.94","-0.94","1.17","10.97","0.09","N/A","0.31","15.40M","N/A","-12.30M","-79.87%","-45.52%","Dec 31","Jun 30, 2011","-1.44%","-22.92%","N/A","N/A","27.82M","2.51K","N/A","1.72K","0.30","2,968","1.4099","1.01","-28.36","17.39","8579.24","-45.76"
"ACFN","3.33","5.15","5.75","0.68","115,269","37,500","21.32%","15.54%","90.21M","17.52M","14.28M","0.14","2.60%","Jun 21, 1993","1.74","-1.38","-1.38","2.27","0.27","3.07","N/A","2.47","37.94M","-5.79M","-8.82M","-60.90%","-22.17%","Dec 31","Jun 30, 2011","-7.93%","-21.23%","1.69","5.83","4.76M","86.53K","0.50%","93.22K","1.10","40,941","4.844","5.41","11.68","17.39","131747.11","-5.71"
"ACG","7.36","7.98","8.42","0.31","586,154","460,214","-5.34%","-11.12%","1.94B","242.91M","N/A","0.44","5.50%","N/A","8.90","0.74","0.74","0.52","0.00","0.90","10.86","15.21","127.31M","N/A","178.46M","140.17%","90.04%","Dec 31","Jun 30, 2011","2.29%","8.38%","0.04","47.36","229.89K","211.31K","N/A","165.17K","0.40","397,874","7.98","8.13","1.88","17.39","3830463.84","-15.51"
"ACGL","28.46","35.91","36.66","0.49","927,017","889,814","26.18%","20.40%","4.78B","133.24M","117.52M","N/A","N/A","May 12, 2011","31.00","3.30","3.30","22.88","8.37","1.17","10.87","1.53","3.17B","N/A","480.40M","15.95%","20.44%","Dec 31","Jun 30, 2011","2.38%","11.45%","2.39","19.67","1.12B","3.82M","3.40%","4.38M","4.70","854,324","34.90","37.77","8.22","17.39","55056739.30","-9.17"
"ACH","10.39","12.59","25.88","1.83","486,538","533,600","-48.41%","-54.19%","6.81B","540.98M","292.89M","0.07","0.60%","Oct 11, 2006","15.00","0.20","0.20","36.08","2.79","0.87","62.95","0.36","19.51B","1.52B","103.37M","0.53%","3.38%","Dec 31","Jun 30, 2011","1.82%","1.51%","0.73","125.10","1.51B","4.52M","N/A","4.55M","9.50","657,501","12.89","12.24","-5.04","17.39","7570670.81","-22.44"
"ACHN","2.60","5.73","8.95","0.29","614,060","773,600","121.30%","115.52%","399.48M","69.72M","48.03M","N/A","N/A","N/A","1.32","-0.62","-0.62","0.04","1.43","4.64","N/A","186.14","2.30M","-34.47M","-34.84M","N/A","-1,518.12%","Dec 31","Jun 30, 2011","-34.96%","-66.61%","12.67","0.48","99.58M","4.29M","10.80%","3.37M","6.30","238,675","6.05","6.65","9.92","17.39","2634587.45","-7.48"
"ACI","13.09","16.50","36.99","1.80","7,116,590","5,934,800","-29.76%","-35.54%","3.52B","213.08M","211.86M","0.44","2.70%","May 16, 2006","16.73","0.96","0.96","21.08","0.39","1.05","17.24","1.08","3.49B","833.59M","161.18M","4.62%","12.59%","Dec 31","Jun 30, 2011","3.65%","5.69%","1.24","118.77","82.35M","11.74M","9.20%","9.27M","1.80","8,644,638","17.07","16.39","-3.98","17.39","165342853.62","-21.38"
"ACIW","23.70","29.06","37.93","0.48","340,800","340,614","18.25%","12.47%","972.58M","33.47M","33.02M","N/A","N/A","Jul 2, 1996","8.35","1.19","1.19","13.64","5.10","3.48","24.36","2.13","456.17M","95.45M","40.86M","8.96%","14.93%","Dec 31","Jun 30, 2011","7.30%","16.45%","1.09","26.83","170.81M","1.98M","9.60%","1.61M","6.00","320,027","30.27","30.08","-0.63","17.39","14102096.79","-18.02"
"ACLS","1.00","1.22","3.77","2.68","730,631","496,200","-38.97%","-44.75%","129.84M","106.42M","104.67M","N/A","N/A","N/A","2.04","0.04","0.04","3.37","0.36","0.64","29.76","0.39","355.06M","13.69M","4.10M","1.15%","2.72%","Dec 31","Jun 30, 2011","2.25%","1.97%","3.70","N/A","37.86M","4.63M","4.40%","4.72M","7.40","655,923","1.31","1.27","-3.05","17.39","1026746.56","-20.45"
"ACM","16.39","20.17","29.98","0.84","1,161,350","854,800","-21.35%","-27.13%","2.41B","119.45M","103.27M","N/A","N/A","N/A","21.09","2.17","2.17","66.07","3.19","0.98","9.30","0.32","7.75B","457.44M","256.17M","3.31%","4.61%","Sep 30","Jun 30, 2011","4.51%","11.64%","1.70","47.16","381.47M","2.11M","N/A","2.73M","1.90","571,946","20.39","21.45","5.20","17.39","17777388.52","-12.19"
"ACMR","0.94","1.58","3.56","2.70","394,949","169,657","-27.31%","-33.09%","38.95M","24.65M","19.49M","N/A","N/A","Aug 1, 2002","4.75","-1.14","-1.14","18.10","0.66","0.33","N/A","0.09","444.57M","-10.72M","-28.26M","-6.36%","-6.02%","Jan 1","Jul 2, 2011","-7.36%","-21.68%","1.75","16.23","16.18M","42.52K","N/A","29.33K","0.50","337,994","1.59","0.00","-100.00","17.39","87265.56","-117.39"
"ACN","42.22","58.17","63.66","0.80","5,889,290","3,128,740","28.20%","22.42%","37.28B","640.91M","637.87M","1.35","2.30%","N/A","6.05","3.40","3.40","42.37","8.90","9.65","17.12","1.37","27.35B","4.06B","2.28B","8.33%","12.97%","Aug 31","Aug 31, 2011","15.52%","66.97%","1.45","0.10","5.71B","11.12M","1.70%","16.21M","1.90","3,702,389","57.46","57.93","0.82","17.39","217783053.28","-16.58"
"ACNB","13.28","14.98","16.50","0.70","2,220","671","-3.33%","-9.11%","88.94M","5.94M","5.81M","0.76","5.20%","Nov 28, 2007","16.39","1.43","1.43","6.90","7.06","0.88","10.45","2.11","40.90M","N/A","8.50M","20.78%","31.28%","Dec 31","Jun 30, 2011","0.86%","8.95%","N/A","N/A","41.89M","2.32K","N/A","1.02K","0.80","100","14.25","13.5745","-4.74","17.39","1425.00","-22.13"
"ACO","21.60","29.66","42.72","1.70","180,520","157,971","7.59%","1.81%","938.65M","31.65M","25.13M","0.72","2.40%","Dec 2, 1997","12.94","1.07","1.07","29.59","0.57","2.41","27.85","1.06","930.12M","116.41M","34.06M","3.66%","8.32%","Dec 31","Jun 30, 2011","6.03%","8.52%","3.03","59.79","17.93M","2.96M","12.20%","2.93M","19.20","146,027","29.27","33.13","13.19","17.39","5884938.39","-4.21"
"ACOM","20.67","23.91","45.79","N/A","1,234,120","1,020,810","-0.47%","-6.25%","1.09B","45.45M","31.52M","N/A","N/A","N/A","7.65","1.00","1.00","7.87","1.56","3.31","23.79","3.24","354.39M","117.39M","49.89M","14.08%","22.37%","Dec 31","Jun 30, 2011","9.25%","15.03%","0.65","N/A","71.02M","5.85M","21.80%","5.61M","4.40","627,446","22.52","23.71","5.28","17.39","23509866.60","-12.11"
"ACOR","18.36","22.39","33.48","0.63","551,645","330,271","-14.74%","-20.52%","887.92M","39.66M","31.74M","N/A","N/A","N/A","4.16","0.40","0.40","6.64","5.75","5.46","56.54","3.51","256.98M","23.08M","15.15M","5.90%","7.29%","Dec 31","Jun 30, 2011","3.71%","10.62%","3.70","3.86","228.20M","4.52M","13.40%","4.78M","9.40","402,689","20.81","23.15","11.24","17.39","9758703.83","-6.15"
"ACP","none","16.49","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","18,547","16.40","15.14","-7.68","17.39","260874.80","-25.08"
