"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Start Price","End Price","Company Return","Market Return","DCV","Delta Return"
"MWJ","none","25.12","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","16,600","25.13","25.24","0.44","2.40","510139.00","-1.96"
"MWL","none","14.04","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","11,100","13.84","12.55","-9.32","2.40","55360.00","-11.72"
"MWO","none","23.34","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","22,800","23.30","23.80","2.15","2.40","400760.00","-0.25"
"MWP","19.136","32.58","33.00","1.59","16,531.8","13,788.9","48.83%","33.90%","389.49M","11.96M","6.29M","1.12","3.40%","09-May-06","3.176","-0.507","-0.507","72.458","2.744","10.33","N/A","0.45","862.11M","89.67M","-6.03M","-0.70%","5.81%","31-Dec","30-Jun-06","3.51%","-13.89%","1.202","15.649","32.80M","300.77K","2.70%","317.77K","13.7","12,200","31.86","42.03","31.92","2.40","471528.00","29.52"
"MWR","none","24.89","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","17,700","24.99","24.96","-0.12","2.40","2518992.00","-2.52"
"MWRK","7.59","49.79","52.21","1.04","126,652","140,478","522.38%","507.45%","271.50M","5.45M","4.38M","N/A","N/A","N/A","14.14","0.82","0.82","112.522","7.571","3.66","60.87","0.47","595.16M","43.53M","4.36M","0.73%","4.37%","30-Sep","30-Jun-06","5.91%","6.03%","2.208","1.688","41.29M","893.56K","18.60%","697.42K","4.5","100,266","49.92","41.02","-17.83","2.40","5306496.00","-20.23"
"MWV","24.76","27.21","30.85","1.45","727,106","699,256","5.79%","-9.14%","4.93B","181.18M","180.41M","0.92","3.40%","03-Oct-95","19.169001","0.62","0.62","34.331","4.592","1.42","43.68","0.79","6.21B","796.00M","111.00M","1.82%","4.80%","31-Dec","30-Jun-06","2.05%","3.18%","1.818","0.791","832.00M","3.20M","1.80%","3.47M","4.3","511,300","26.95","29.50","9.46","2.40","45405360.00","7.06"
"MWY","5.85","8.44","23.73","0.37","166,715","100,867","-52.85%","-67.78%","770.77M","91.32M","10.85M","N/A","N/A","N/A","0.82","-1.35","-1.35","1.575","1.407","10.61","N/A","5.65","140.65M","-28.89M","-120.51M","-85.56%","-66.73%","31-Dec","30-Jun-06","-24.94%","-107.67%","5.128","1.996","128.46M","2.05M","19.50%","2.17M","11.6","84,000","8.25","7.74","-6.18","2.40","1496550.00","-8.58"
"MX","25.05","44.60","44.84","1.76","10,478.8","8,700","75.38%","60.45%","6.32B","141.59M","125.86M","1.72","3.90%","N/A","11.47","2.83","2.83","42.01","4.722","3.81","15.76","1.07","5.95B","677.53M","398.62M","6.74%","9.16%","31-Dec","30-Sep-06","6.63%","24.33%","1.318","0.578","668.62M","9.63K","N/A","7.11K","0.9","16,600","43.31","46.32","6.95","2.40","450424.00","4.55"
"MXA","14.07","14.35","16.22","0.2","2,718.18","4,611.11","-4.90%","-19.83%","59.50M","4.15M","N/A","0.61","4.30%","N/A","15.327","N/A","N/A","N/A","0","0.93","N/A","N/A","N/A","N/A","N/A","N/A","N/A","31-Aug","28-Feb-06","N/A","N/A","N/A","N/A","1.87K","3.77K","N/A","3.81K","1.8","3,900","14.40","14.41","0.07","2.40","15840.00","-2.33"
"MXC","5.85","6.13","13.00","1.3","2,665.15","3,677.78","-22.78%","-37.71%","10.68M","1.74M","529.88K","N/A","N/A","14-Feb-02","4.101","0.468","0.468","2.127","0.044","1.48","13.10","2.85","3.69M","1.94M","855.18K","23.15%","33.42%","31-Mar","30-Jun-06","8.56%","12.81%","5.541","0.056","77.06K","2","N/A","232","0","600","","","0.00","2.40","0.00","-2.40"
"MXE","15.95","25.09","25.35","2.03","6,698.48","11,900","27.94%","13.43%","62.05M","2.47M","2.24M","4.57","18.20%","N/A","35.002998","7.92","7.92","0.627","0.027","0.72","3.17","40.03","1.55M","N/A","19.58M","1263.14%","12.40%","31-July","31-Jul-06","0.17%","28.13%","1.142","N/A","67.97K","40.08K","N/A","29.48K","6","22,200","24.37","26.60","9.15","2.40","484963.00","6.75"
"MXF","26.93","36.70","38.01","1.52","50,583.3","43,877.8","33.94%","19.43%","589.04M","16.05M","0","2.91","7.90%","N/A","37.096001","16.75","16.75","0.774","0.004","1.01","2.19","48.56","12.43M","N/A","268.90M","2163.20%","45.06%","31-Oct","30-Apr-06","0.68%","52.39%","0.407","N/A","63.52K","190.83K","N/A","425.81K","5.7","115,700","36.82","39.34","6.84","2.40","2039828.00","4.44"
"MXICY","0.98","3.55","3.80","1.55","12,907.6","11,833.3","251.49%","236.98%","1.03B","291.20M","261.18M","N/A","N/A","05-Jul-02","0","0.27","0.27","3.72","N/A","N/A","13.15","1.70","633.01M","187.94M","46.49M","7.35%","-3.57%","31-Dec","30-Jun-06","N/A","N/A","N/A","N/A","N/A","181.43K","N/A","105.66K","13","17,826","3.38","","0.00","2.40","44355.74","-2.40"
"MXIM","26.09","29.43","42.99","2.34","5,172,230","4,275,380","-14.94%","-29.45%","9.45B","320.98M","316.33M","0.62","2.10%","22-Dec-99","8.428","1.37","1.37","5.747","4.183","3.55","21.45","5.16","1.86B","904.60M","462.55M","24.88%","34.62%","24-June","24-Jun-06","16.55%","17.49%","5.168","N/A","1.34B","9.76M","3.10%","10.48M","1.8","5,058,754","29.07","31.48","8.29","2.40","144559819.26","5.89"
"MXM","26.75","27.50","36.24","1.44","4,566.67","1,166.67","-9.54%","-24.47%","144.62M","5.26M","1.50M","N/A","N/A","N/A","-134.052002","-0.272","-0.272","64.478","32.036","N/A","N/A","0.38","379.90M","84.70M","-900.00K","-0.42%","13.19%","31-Dec","30-Jun-06","3.08%","N/A","1.591","N/A","168.50M","43.34K","0.80%","55.04K","15.8","1,800","28.10","26.50","-5.69","2.40","30910.00","-8.09"
"MXN","13.25","14.63","15.00","0.04","2,007.58","2,966.67","5.03%","-9.90%","21.54M","1.47M","N/A","0.65","4.40%","N/A","15.123","N/A","N/A","N/A","0","0.95","N/A","N/A","N/A","N/A","N/A","N/A","N/A","31-Aug","28-Feb-06","N/A","N/A","N/A","N/A","19","2.83K","N/A","4.47K","3.4","2,700","14.39","14.26","-0.90","2.40","54682.00","-3.30"
"MXRE","21.23","23.54","27.00","1.33","151,112","119,156","N/A","none","1.40B","59.43M","53.79M","0.28","1.20%","N/A","20.391001","0.60","0.60","19.479","5.945","1.17","39.43","1.32","1.08B","N/A","35.51M","3.30%","5.75%","31-Dec","30-Jun-06","0.74%","3.18%","1.075","0.124","353.27M","490.59K","1.00%","504.29K","2","12,281","23.01","24.00","4.30","2.40","2483216.19","1.90"
"MXWL","12.17","17.94","23.35","1.31","116,702","131,856","46.45%","31.52%","308.66M","17.20M","14.45M","N/A","N/A","18-Dec-96","2.611","-0.86","-0.86","2.987","1.1","7.03","N/A","6.40","49.37M","-4.19M","-14.47M","-28.82%","-19.37%","31-Dec","30-Jun-06","-6.38%","-31.59%","2.739","0.607","18.92M","2.53M","15.00%","2.68M","20.6","200,906","16.67","14.16","-15.06","2.40","2684636.82","-17.46"
"MYC","12.66","14.07","14.09","0.03","35,643.9","38,355.6","5.24%","-9.69%","299.62M","21.30M","0","0.68","4.90%","N/A","14.646","0.36","0.36","1.106","0.003","0.95","39.08","12.63","23.56M","N/A","7.67M","49.97%","86.15%","31-Oct","30-Apr-06","2.60%","2.49%","0.329","N/A","55.94K","12.16K","N/A","36.14K","0.4","45,000","14.04","14.07","0.21","2.40","395928.00","-2.19"
"MYD","13.98","15.73","15.86","0.2","55,245.5","53,700","11.56%","-3.37%","703.29M","44.71M","0","0.90","5.70%","N/A","14.566","0.84","0.84","1.237","0.004","1.08","18.66","12.67","55.32M","N/A","37.71M","85.19%","87.96%","31-Oct","30-Apr-06","3.03%","4.73%","3.677","N/A","157.32K","226.26K","N/A","254.26K","3.9","64,300","15.81","15.50","-1.96","2.40","580227.00","-4.36"
"MYE","10.90","18.50","18.77","2.09","138,855","144,756","66.22%","51.29%","647.63M","35.01M","26.75M","0.21","1.10%","11-Aug-04","7.522","-2.17","-2.17","26.562","0.789","2.46","N/A","0.70","925.51M","101.68M","-75.54M","-8.16%","7.28%","31-Dec","30-Jun-06","5.97%","-25.28%","2.427","0.897","27.62M","972.23K","3.60%","1.03M","5.6","87,900","17.43","16.16","-7.29","2.40","3133914.00","-9.69"
"MYF","13.13","14.33","15.15","0.18","14,087.9","12,044.4","-3.90%","-18.83%","194.29M","13.56M","0","0.77","5.40%","N/A","14.788","-0.18","-0.18","0.152","0.004","0.97","N/A","94.09","2.06M","N/A","-2.40M","-44.86%","74.22%","31-Oct","30-Apr-06","0.17%","-0.16%","13.589","N/A","54.84K","24.39K","N/A","10.33K","2","16,100","14.37","14.54","1.18","2.40","308955.00","-1.22"
"MYGN","18.24","26.88","28.53","1.39","322,894","367,989","38.27%","23.34%","1.07B","39.72M","38.71M","N/A","N/A","12-Sep-00","6.294","-1.05","-1.05","3.15","5.734","4.35","N/A","9.53","114.28M","-38.73M","-38.19M","-33.42%","-39.89%","30-June","30-Jun-06","-13.08%","-19.82%","9.406","N/A","227.74M","4.23M","10.90%","4.21M","11.8","293,442","26.31","30.40","15.55","2.40","4672603.38","13.15"
"MYI","13.11","14.30","15.21","0.01","83,962.1","88,666.7","-2.26%","-17.19%","962.43M","67.30M","N/A","0.70","4.90%","N/A","14.847","0.36","0.36","1.16","0","0.96","39.72","12.28","78.07M","N/A","24.21M","53.07%","86.45%","31-Oct","30-Apr-06","2.52%","2.59%","1.167","N/A","16.75K","1.22K","N/A","21.84K","0","54,900","14.46","14.36","-0.69","2.40","963036.00","-3.09"
"MYJ","14.13","15.51","15.55","0.27","11,651.5","7,311.11","8.46%","-6.47%","220.29M","14.20M","N/A","0.76","4.90%","N/A","15.276","0.26","0.26","1.187","0.005","1.01","59.20","13.00","16.85M","N/A","3.72M","40.03%","85.61%","30-Nov","31-May-06","2.59%","1.98%","1.16","N/A","71.25K","7.58K","N/A","16.75K","0.5","21,200","15.42","15.47","0.32","2.40","209712.00","-2.08"
"MYL","18.29","21.10","25.00","0.46","2,090,910","1,148,120","3.94%","-10.99%","4.45B","210.81M","204.72M","0.24","1.10%","09-Oct-03","4.129","0.99","0.99","6.013","2.694","5.14","21.33","3.47","1.29B","426.60M","217.21M","16.84%","29.19%","31-Mar","30-Jun-06","11.37%","15.79%","4.414","0.79","567.92M","8.40M","4.10%","9.60M","5.3","993,300","20.42","20.29","-0.64","2.40","57888658.00","-3.04"
"MYM","13.18","13.93","14.75","0.31","11,233.3","8,144.44","-3.47%","-18.40%","168.12M","12.07M","0","0.72","5.20%","N/A","14.307","0.15","0.15","1.133","0.007","0.97","94.76","12.26","13.67M","N/A","1.77M","30.98%","85.71%","31-Oct","30-Apr-06","2.68%","1.56%","5.851","N/A","90.30K","8.86K","N/A","16.77K","1.3","12,000","13.99","13.89","-0.71","2.40","158087.00","-3.11"
"MYN","12.97","14.14","14.18","0.15","38,851.5","27,033.3","7.37%","-7.56%","557.75M","39.45M","N/A","0.72","5.10%","N/A","14.018","0.10","0.10","1.076","0.002","1.00","147.29","13.05","42.43M","N/A","3.77M","26.07%","86.59%","31-Oct","30-Apr-06","2.68%","1.30%","1.542","N/A","64.86K","23.44K","N/A","27.27K","0.5","27,800","14.12","14.18","0.42","2.40","450428.00","-1.97"
"MYOG","18.71","52.24","52.30","2.63","1,096,180","852,100","161.85%","146.92%","2.23B","42.71M","40.86M","N/A","N/A","N/A","3.511","-1.41","-1.41","0.284","4.403","14.90","N/A","193.41","11.55M","-48.82M","-59.93M","N/A","-575.75%","31-Dec","30-Jun-06","-20.60%","-54.96%","6.081","N/A","188.05M","3.31M","7.80%","4.21M","1.5","1,424,506","52.27","0.00","-100.00","2.40","19957835.94","-102.40"
"MYS","7.00","8.95","11.30","3.32","19,342.4","15,044.4","-20.16%","-35.09%","1.01B","113.36M","36.67M","0.07","0.70%","N/A","9.95","0.10","0.10","9.2","0.682","0.90","89.50","1.24","820.81M","121.83M","8.57M","1.04%","8.87%","31-Dec","30-Jun-06","2.42%","0.81%","1.941","0.571","77.35M","8.52K","N/A","4.26K","0.3","2,200","8.80","9.80","11.36","2.40","26400.00","8.96"
"MYY","none","66.14","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","39,500","67.18","64.70","-3.69","2.40","5360964.00","-6.09"
"MZ","0.83","0.89","1.76","3.44","100,480","54,744.4","-28.23%","-43.16%","45.76M","51.41M","46.25M","N/A","N/A","06-Apr-83","-2.726","-0.68","-0.68","17.131","0.815","N/A","N/A","0.06","821.30M","28.50M","-34.68M","-3.04%","1.34%","31-Dec","30-Jun-06","1.00%","-5380.00%","1.91","N/A","41.90M","526.04K","1.10%","516.50K","5","43,400","0.94","0.74","-21.28","2.40","239700.00","-23.68"
"MZA","13.82","14.75","16.25","-0.01","6,319.7","4,277.78","-7.58%","-22.51%","66.48M","4.51M","0","0.74","5.00%","N/A","14.119","0.256","0.256","1.158","0.004","1.04","57.62","12.64","5.22M","N/A","1.16M","40.70%","84.07%","31-Oct","30-Apr-06","2.71%","2.12%","1.853","N/A","16.94K","735","N/A","4.06K","0.2","9,000","14.88","14.95","0.47","2.40","59520.00","-1.93"
"MZF","11.98","12.68","13.29","0.41","15,490.9","11,011.1","2.51%","-12.42%","100.62M","7.94M","37.30K","0.56","4.40%","N/A","14.245","0.22","0.22","1.131","0.01","0.89","58.43","11.21","8.98M","N/A","1.72M","42.62%","79.69%","31-July","31-Jul-06","2.42%","2.08%","5.399","N/A","81.26K","2.44K","N/A","7.31K","0.2","20,000","12.80","12.92","0.94","2.40","296960.00","-1.46"
"MZP","none","10.72","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","5,200","10.73","10.85","1.12","2.40","0.00","-1.28"
"MZT","0.52","0.67","1.56","0.1","166,161","90,988.9","-21.18%","-36.11%","37.89M","56.55M","55.52M","N/A","N/A","N/A","0.038","-0.223","-0.223","0.229","0.068","18.42","N/A","3.49","11.33M","-7.66M","-11.05M","-97.49%","-70.90%","31-Dec","30-Jun-06","-56.47%","-303.45%","1.385","1.093","3.85M","1.11M","2.00%","1.18M","8.6","157,200","0.62","0.80","29.03","2.40","53134.00","26.63"
"MZZ","none","65.50","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","134,900","67.60","62.37","-7.74","2.40","8450000.00","-10.14"
"N","39.64","76.75","80.60","2.42","1,184,010","430,011","88.99%","74.06%","16.94B","220.67M","220.16M","0.50","0.70%","N/A","31.636","6.36","6.36","32.789","8.284","2.42","12.06","2.61","6.47B","2.53B","1.42B","22.02%","33.78%","31-Dec","30-Sep-06","10.36%","23.99%","2.212","0.252","1.83B","4.59M","N/A","4.34M","6.7","99,900","75.81","","0.00","2.40","68683860.00","-2.40"
"NAB","116.40","146.09","147.40","1","16,554.5","8,022.22","18.16%","3.23%","46.21B","316.31M","315.96M","6.36","4.40%","N/A","63.009998","7.07","7.07","34.42","146.901","2.34","20.66","4.25","11.04B","N/A","2.26B","21.91%","49.28%","30-Sep","31-Mar-06","0.73%","11.87%","N/A","N/A","46.47B","125.49K","N/A","116.69K","9.3","8,000","148.00","153.93","4.01","2.40","3848000.00","1.61"
"NABI","3.06","6.48","13.04","1.53","492,397","382,222","-44.85%","-59.78%","391.24M","60.38M","57.06M","N/A","N/A","N/A","2.175","-2.06","-2.06","1.881","1.163","3.05","N/A","3.52","113.58M","-61.51M","-124.60M","-109.70%","-71.16%","31-Dec","01-Jul-06","-13.81%","-65.23%","2.576","0.913","70.22M","5.18M","8.70%","5.81M","12.2","420,458","6.36","7.09","11.48","2.40","2157121.20","9.08"
"NAC","14.87","15.62","16.50","0.18","17,913.6","14,100","4.34%","-10.59%","365.99M","23.43M","0","0.81","5.20%","N/A","15.698","0.92","0.92","1.15","N/A","0.99","17.07","13.53","26.94M","N/A","21.43M","94.41%","89.17%","31-Aug","28-Feb-06","2.75%","4.68%","3.269","0.004","N/A","24.23K","N/A","21.55K","1.3","9,400","15.79","16.17","2.41","2.40","176848.00","0.01"
"NAD","14.02","15.22","15.44","0.35","35,619.7","29,944.4","4.75%","-10.18%","597.64M","39.27M","39.26M","0.83","5.40%","N/A","15.128","0.54","0.54","1.179","0.019","1.01","28.19","12.92","46.31M","N/A","21.20M","62.29%","89.51%","","","2.88%","3.22%","2.99","N/A","735.06K","47.92K","N/A","19.74K","1.3","29,300","15.32","15.51","1.24","2.40","497900.00","-1.16"
"NADX","18.40","21.255","25.00","0.86","5,933.33","8,088.89","9.03%","-5.90%","117.09M","5.51M","5.36M","N/A","N/A","03-Jan-05","14.886","1.262","1.262","26.329","0.531","1.41","16.84","0.81","142.59M","17.62M","7.19M","5.04%","9.28%","31-Dec","30-Jun-06","7.05%","9.34%","2.038","0.212","2.93M","16.58K","0.30%","15.62K","1.8","20,600","20.55","17.85","-13.14","2.40","99544.20","-15.54"
"NAFC","18.41","25.61","32.85","1.33","120,985","90,733.3","-18.93%","-33.86%","341.61M","13.34M","13.16M","0.72","2.80%","N/A","24.601999","2.44","2.44","354.002","0.782","1.06","10.52","0.07","4.69B","126.82M","32.30M","0.69%","1.76%","31-Dec","17-Jun-06","4.89%","10.43%","1.55","1.142","10.43M","2.94M","22.40%","2.99M","25.2","67,772","25.74","26.45","2.76","2.40","2465042.58","0.36"
"NAHC","8.02","12.20","12.50","1.09","22,680.3","18,077.8","11.93%","-3.00%","137.36M","11.26M","7.82M","N/A","N/A","N/A","12.684","0.66","0.66","16.049","2.952","0.95","18.46","0.76","177.98M","10.56M","7.51M","4.22%","5.67%","31-Dec","30-Jun-06","1.36%","5.37%","1.404","N/A","33.24M","3.83K","N/A","4.22K","0.2","24,764","12.00","13.20","10.00","2.40","290016.00","7.60"
"NAI","22.16","28.47","28.78","0.77","49,672.7","56,388.9","21.72%","6.79%","273.43M","9.60M","N/A","2.15","7.60%","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","57.36","4.76M","N/A","57.31M","1204.82%","39.91%","28-Feb","N/A","N/A","N/A","2.927","N/A","N/A","3.91K","N/A","4.10K","0.1","45,100","28.35","29.64","4.55","2.40","1128330.00","2.15"
"NAII","5.08","8.71","11.35","-0.13","20,347","9,077.78","55.54%","40.61%","59.26M","6.80M","4.65M","N/A","N/A","N/A","5.225","0.38","0.38","15.712","0.294","1.66","22.92","0.58","102.39M","8.17M","2.64M","2.58%","4.74%","30-June","30-Sep-06","6.24%","8.52%","1.962","0.12","2.00M","9.93K","0.20%","15.36K","1.4","2,700","8.58","8.63","0.58","2.40","22308.00","-1.82"
"NAK","4.15","6.41","9.24","3.85","135,467","68,322.2","41.19%","26.26%","568.45M","88.68M","57.10M","N/A","N/A","N/A","1.391","-0.761","-0.761","N/A","0.214","4.64","N/A","N/A","N/A","-42.72M","-47.59M","N/A","N/A","31-Dec","30-Jun-06","-27.16%","-64.45%","5.405","N/A","18.97M","1.24M","N/A","1.20M","7.4","46,400","6.15","8.58","39.51","2.40","1557795.00","37.11"
"NAL","13.55","15.45","15.72","0.92","364,745","273,556","8.04%","-6.89%","1.70B","109.72M","98.17M","0.24","1.60%","N/A","12.105","0.461","0.461","2.191","1.741","1.28","33.51","7.65","222.96M","N/A","47.22M","21.18%","44.26%","Financial","Regional - Northeast Banks","0.69%","3.42%","N/A","N/A","190.98M","7.19M","6.80%","6.92M","21.5","227,200","15.49","16.35","5.55","2.40","11217858.00","3.15"
"NAN","14.92","15.41","16.99","0.26","7,427.27","10,144.4","-3.32%","-18.25%","142.17M","9.23M","N/A","0.79","5.10%","N/A","15.304","0.81","0.81","1.136","N/A","1.00","19.00","13.52","10.48M","N/A","7.48M","88.24%","88.52%","30-Sep","31-Mar-06","2.72%","4.37%","7.703","0.001","N/A","18.96K","N/A","21.42K","3","9,800","15.64","15.86","1.41","2.40","156400.00","-0.99"
"NANO","8.50","9.43","15.71","3.45","70,597","57,866.7","-4.65%","-19.58%","169.36M","17.96M","13.30M","N/A","N/A","N/A","9.181","-0.69","-0.69","5.454","1.649","1.03","N/A","2.40","70.82M","-6.05M","-8.94M","-12.62%","-14.79%","31-Dec","01-Jul-06","-3.71%","-7.31%","4.268","0.013","29.61M","243.21K","2.10%","201.00K","4.1","68,545","9.61","8.55","-11.03","2.40","867446.65","-13.43"
"NANX","5.06","6.92","8.42","6.1","72,404.5","95,200","28.15%","13.22%","124.79M","18.03M","16.20M","N/A","N/A","N/A","0.7","-0.31","-0.31","0.417","0.342","10.13","N/A","17.05","7.50M","-4.59M","-5.56M","-74.16%","-77.26%","31-Dec","30-Jun-06","-20.16%","-36.90%","3.616","0.113","6.17M","1.03M","5.90%","1.05M","17.5","192,275","6.85","6.68","-2.48","2.40","612979.10","-4.88"
"NAPS","2.55","4.86","5.10","3.6","565,476","640,189","33.52%","18.59%","217.89M","44.83M","43.71M","N/A","N/A","N/A","2.379","-1.04","-1.04","2.366","2.182","2.06","N/A","2.16","101.81M","-46.91M","-47.75M","-44.04%","-51.47%","31-Mar","30-Jun-06","-19.32%","-36.98%","2.855","N/A","97.83M","1.62M","3.80%","1.84M","1.9","900,590","4.85","3.75","-22.68","2.40","2328751.75","-25.08"
"NARA","15.55","18.87","19.87","2.46","151,626","173,956","10.22%","-4.71%","488.58M","25.89M","20.73M","0.11","0.60%","16-Jun-04","6.311","1.23","1.23","4.242","1.391","3.00","15.30","4.60","108.67M","N/A","32.36M","29.78%","57.38%","31-Dec","30-Sep-06","1.72%","20.45%","N/A","N/A","36.30M","1.49M","6.80%","1.53M","12","262,342","19.06","20.28","6.40","2.40","3265931.00","4.00"
"NAS","none","11.00","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","8,200","11.10","11.45","3.15","2.40","96570.00","0.75"
"NASB","31.77","40.28","44.06","1.34","11,743.9","4,922.22","8.72%","-6.21%","337.06M","8.37M","3.44M","0.90","2.20%","N/A","18.327999","2.55","2.55","8.794","1.396","2.24","15.83","4.64","74.07M","N/A","21.54M","29.08%","46.01%","30-Sep","30-Jun-06","1.41%","14.43%","N/A","N/A","11.69M","136.00K","4.00%","139.57K","21.6","900","38.59","42.19","9.33","2.40","76022.30","6.93"
"NASI","1.02","1.03","3.00","1.15","35,686.4","36,244.4","-61.99%","-76.92%","30.22M","29.34M","21.85M","N/A","N/A","01-May-98","0.79","-2.98","-2.98","1.58","0.49","1.32","N/A","1.03","29.54M","-12.76M","-56.00M","-188.35%","-52.40%","31-Oct","31-Jul-06","-18.55%","-142.86%","2.548","N/A","14.37M","798.37K","3.20%","824.51K","16.1","76,675","0.95","0.97","2.11","2.40","128328.85","-0.29"
"NAT","27.90","34.44","41.70","0.42","321,827","269,711","6.96%","-7.97%","724.82M","21.05M","20.49M","4.28","12.40%","N/A","21.784","3.61","3.61","8.994","0.648","1.58","9.54","4.64","156.36M","96.41M","62.75M","40.13%","43.22%","31-Dec","30-Jun-06","9.75%","15.25%","4.278","0.203","13.63M","1.02M","N/A","956.80K","2.4","189,500","34.57","32.44","-6.16","2.40","9036598.00","-8.56"
"NATH","8.43","14.6499","14.73","0.57","9,250","4,566.67","66.29%","51.36%","84.22M","5.75M","4.81M","N/A","N/A","N/A","5.165","0.907","0.907","7.292","3.545","2.83","16.15","2.04","41.04M","6.63M","4.15M","14.39%","13.45%","26-Mar","25-Jun-06","9.56%","15.84%","3.589","0.001","20.38M","5.94K","0.10%","3.61K","0.4","1,800","13.60","13.20","-2.94","2.40","124562.40","-5.34"
"NATI","23.16","30.93","37.39","1.89","184,329","286,789","29.52%","14.59%","2.47B","79.78M","56.35M","0.24","0.80%","23-Feb-04","7.055","0.85","0.85","8.063","2.799","4.45","36.35","3.93","638.61M","133.02M","69.23M","10.84%","13.67%","31-Dec","30-Sep-06","9.67%","13.23%","4.316","N/A","223.33M","668.27K","1.20%","896.27K","4.4","215,690","30.88","29.08","-5.83","2.40","8771247.84","-8.23"
"NATL","16.69","28.25","31.50","1.43","33,697","39,477.8","66.96%","52.03%","540.85M","19.15M","15.48M","0.16","0.60%","N/A","7.964","1.76","1.76","11.8","1.796","3.70","16.05","2.51","225.00M","53.58M","33.90M","15.07%","23.11%","31-Dec","30-Jun-06","5.60%","24.27%","1.345","0.103","34.38M","547.72K","3.50%","587.69K","14.1","18,733","27.76","25.27","-8.97","2.40","1542956.32","-11.37"
"NAU","none","46.80","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","1,500","47.91","50.36","5.11","2.40","536592.00","2.71"
"NAV","none","28.19","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","0.83","none","none","none","none","54.2%","-3.4%","0","0","none","none","none","none","none","none","none","none","none","725,700","27.28","31.99","17.27","2.40","11250272.00","14.87"
"NAVG","38.23","47.14","50.22","0.32","60,568.2","50,288.9","22.54%","7.61%","785.82M","16.67M","13.06M","N/A","N/A","02-May-91","29.422001","2.31","2.31","28.719","7.312","1.65","20.40","1.82","445.00M","55.46M","36.21M","8.14%","11.88%","31-Dec","30-Jun-06","1.37%","8.60%","2.387","0.252","121.89M","529.99K","3.90%","563.91K","7.3","36,197","46.74","46.27","-1.01","2.40","3614450.94","-3.41"
"NAVI","1.01","3.70","5.59","3.16","18,178.8","17,344.4","191.34%","176.41%","106.84M","28.88M","3.79M","N/A","N/A","08-Jan-03","-0.069","-0.49","-0.49","3.814","0.116","N/A","N/A","0.97","109.09M","10.69M","-13.93M","-12.77%","-2.31%","31-July","31-Jul-06","-1.55%","N/A","0.73","N/A","3.36M","70.12K","0.20%","96.34K","6.1","35,000","3.58","3.81","6.42","2.40","1353.24","4.03"
"NAVR","3.00","5.00","6.85","2.58","379,744","394,400","10.86%","-4.07%","178.34M","35.67M","32.04M","N/A","N/A","24-Jun-96","3.001","-0.14","-0.14","21.891","0.173","1.56","N/A","0.24","691.18M","18.18M","-4.45M","-0.64%","0.13%","31-Mar","30-Jun-06","0.21%","-4.85%","1.417","0.881","6.17M","4.54M","14.30%","5.22M","25.5","643,553","4.87","4.79","-1.64","2.40","2460762.30","-4.04"
"NAZ","13.08","13.86","14.77","0.1","6,296.97","5,422.22","-4.35%","-19.28%","61.93M","4.47M","0","0.61","4.40%","N/A","14.105","0.27","0.27","1.002","0.079","0.98","52.30","13.84","4.48M","N/A","1.18M","43.99%","83.11%","31-July","31-Jul-06","2.47%","2.10%","14.596","N/A","354.36K","2.40K","N/A","2.70K","0.3","1,600","13.83","13.88","0.36","2.40","22128.00","-2.04"
