"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Start Price","End Price","Company Return","Market Return","DCV","Delta Return"
"NU","18.37","27.72","27.82","0.72","780,538","752,983","49.92%","40.30%","4.27B","154.02M","153.61M","0.75","2.70%","N/A","16.063","0.73","0.73","48.637","0.731","1.71","37.77","0.58","7.28B","835.69M","118.47M","1.51%","6.39%","31-Dec","30-Sep-06","2.40%","5.26%","1.356","1.817","112.65M","4.01M","2.60%","3.78M","6","0","28.30","28.16","-0.49","1.55","22778670.00","-2.04"
"NUAN","6.08","10.27","13.48","2.08","2,613,780","2,567,550","67.81%","58.19%","1.74B","168.96M","167.93M","N/A","N/A","N/A","3.423","-0.14","-0.14","2.371","0.665","3.00","N/A","4.47","388.60M","78.79M","-21.73M","-5.77%","6.43%","30-Sep","30-Sep-06","2.94%","-3.98%","1.235","0.613","112.33M","22.77M","13.70%","22.34M","11.6","0","10.30","11.46","11.26","1.55","29845063.70","9.72"
"NUC","14.02","15.53","15.79","0.19","17,175.4","14,466.7","5.93%","-3.69%","341.64M","22.00M","0","0.78","5.00%","N/A","15.595","0.44","0.44","1.201","N/A","1.00","35.62","12.94","26.41M","N/A","9.60M","56.28%","84.57%","31-Aug","31-Aug-06","2.60%","2.79%","10.795","0.001","N/A","10.79K","N/A","19.50K","0.6","0","15.78","15.34","-2.79","1.55","724302.00","-4.33"
"NUCO","23.00","24.80","32.57","1.57","67,001.5","55,150","-9.85%","-19.47%","390.10M","15.73M","15.57M","N/A","N/A","N/A","9.616","0.62","0.62","7.777","0.03","2.58","40.13","3.23","120.69M","43.77M","9.91M","8.21%","17.89%","30-June","30-Sep-06","8.16%","6.99%","2.605","0.223","472.00K","1.74M","11.20%","1.89M","26.3","0","24.66","24.59","-0.28","1.55","2146776.30","-1.83"
"NUE","32.17","57.72","61.70","2.08","4,449,010","3,518,770","73.23%","63.61%","17.44B","302.12M","301.18M","0.40","0.70%","01-Jun-06","15.305","5.42","5.42","46.911","7.353","3.77","10.64","1.20","14.49B","3.12B","1.69B","11.67%","18.99%","31-Dec","30-Sep-06","23.15%","38.62%","2.913","0.198","2.22B","14.48M","4.80%","13.69M","3","0","58.64","54.66","-6.79","1.55","227669800.00","-8.33"
"NUF","12.82","13.80","14.67","0.25","19,052.3","23,766.7","-1.92%","-11.54%","197.37M","14.30M","0","0.66","4.80%","N/A","14.858","-0.09","-0.09","1.11","0.004","0.93","N/A","12.43","15.88M","N/A","-1.25M","11.22%","83.31%","30-June","30-Jun-06","2.46%","0.53%","20.941","N/A","61.74K","4.85K","N/A","1.16K","0.3","0","13.89","13.84","-0.36","1.55","268077.00","-1.91"
"NUHC","7.18","11.59","14.84","1.1","248,425","166,767","16.13%","6.51%","207.97M","17.94M","16.95M","N/A","N/A","24-Oct-00","8.098","0.56","0.56","39.646","0.557","1.43","20.62","0.30","692.89M","21.04M","10.25M","1.48%","2.81%","28-Feb","31-Aug-06","5.35%","7.48%","4.669","0.484","9.99M","1.29M","7.60%","1.18M","5","0","11.43","10.29","-9.97","1.55","2296435.59","-11.52"
"NUJ","14.06","15.82","17.00","0.35","4,467.69","5,100","1.15%","-8.47%","71.44M","4.52M","N/A","0.79","5.00%","N/A","14.867","0.03","0.03","1.105","0.115","1.06","545.52","14.29","4.99M","N/A","131.01K","21.06%","89.53%","30-June","30-Jun-06","2.68%","1.01%","2.64","N/A","518.80K","14.21K","N/A","18.61K","4.1","0","15.99","16.10","0.69","1.55","353379.00","-0.86"
"NUM","14.15","14.67","15.75","0.17","7,561.54","5,900","-1.54%","-11.16%","171.84M","11.71M","N/A","0.71","4.80%","N/A","15.172","0.22","0.22","1.143","N/A","0.97","67.92","12.83","13.39M","N/A","2.53M","38.64%","83.56%","31-July","31-Jul-06","2.50%","1.88%","0.535","0.003","N/A","6.98K","N/A","12.24K","1.3","0","14.87","14.49","-2.56","1.55","101116.00","-4.10"
"NUN","13.33","14.01","15.25","0.18","22,935.4","34,983.3","0.07%","-9.55%","337.40M","24.08M","N/A","0.68","4.80%","N/A","14.98","0.60","0.60","1.094","N/A","0.94","23.55","12.81","26.34M","N/A","14.33M","73.57%","83.25%","30-Sep","31-Mar-06","2.42%","3.44%","4.334","0.003","N/A","6.81K","N/A","1.26K","0.3","0","14.15","14.05","-0.71","1.55","636750.00","-2.25"
"NUO","14.80","15.65","17.25","0.43","9,463.08","9,783.33","-3.45%","-13.07%","152.52M","9.75M","N/A","0.75","4.80%","N/A","16.009001","0.33","0.33","1.175","N/A","0.98","47.42","13.32","11.45M","N/A","3.22M","47.12%","83.60%","31-July","31-Jul-06","2.52%","2.29%","1.004","0.008","N/A","1.84K","N/A","5.24K","0.2","0","15.80","15.65","-0.95","1.55","88480.00","-2.50"
"NURO","13.84","19.11","41.19","0.63","993,123","500,250","-36.93%","-46.55%","240.42M","12.58M","11.94M","N/A","N/A","N/A","3.484","0.37","0.37","4.134","3.031","5.49","51.37","4.68","51.39M","5.80M","4.90M","9.53%","7.22%","31-Dec","30-Sep-06","7.34%","12.46%","6.727","N/A","38.14M","6.11M","52.70%","4.60M","5.1","0","17.32","14.91","-13.91","1.55","9597046.64","-15.46"
"NUS","13.40","19.21","19.71","1.01","247,094","169,833","13.20%","3.58%","1.31B","67.99M","55.96M","0.40","2.10%","N/A","4.84","0.46","0.46","15.946","1.74","3.95","41.67","1.16","1.12B","123.57M","32.72M","2.93%","7.94%","31-Dec","30-Sep-06","8.94%","9.54%","1.641","0.421","118.29M","3.02M","5.60%","3.10M","10.2","0","18.49","18.23","-1.41","1.55","7910022.00","-2.95"
"NUT","5.25","6.13","6.28","0.89","7,040","11,166.7","6.61%","-3.01%","45.98M","7.50M","6.81M","0.20","3.30%","N/A","6.43","0.08","0.08","2.318","0.067","0.95","74.76","2.64","17.38M","2.88M","612.00K","3.52%","4.41%","31-Dec","30-Sep-06","0.88%","1.26%","2.828","0.033","502.00K","1.66K","N/A","1.04K","0.4","0","6.11","6.13","0.33","1.55","4277.00","-1.22"
"NUTR","12.36","15.16","17.08","1.07","21,512.3","10,833.3","18.53%","8.91%","170.55M","11.25M","10.21M","N/A","N/A","N/A","8.097","1.28","1.28","13.286","0.191","1.87","11.81","1.13","151.52M","27.95M","14.88M","9.82%","15.45%","30-Sep","30-Jun-06","14.13%","17.48%","2.603","0.038","2.15M","24.56K","0.20%","23.25K","1.5","0","15.20","15.31","0.72","1.55","561153.60","-0.82"
"NUV","9.03","10.38","10.66","0.13","171,028","181,550","7.79%","-1.83%","2.02B","194.96M","194.92M","0.47","4.50%","N/A","10.143","0.41","0.41","0.533","N/A","1.02","25.32","19.47","103.92M","N/A","79.98M","76.96%","88.72%","31-Oct","30-Apr-06","2.89%","4.03%","4.772","0.003","N/A","214.88K","N/A","220.41K","1.2","0","10.50","10.44","-0.57","1.55","4549650.00","-2.12"
"NUVA","15.14","21.75","24.40","0.87","283,023","367,500","27.87%","18.25%","735.45M","33.81M","32.80M","N/A","N/A","N/A","5.175","-1.63","-1.63","2.825","3.577","4.20","N/A","8.59","85.61M","-27.32M","-49.42M","-57.74%","-62.92%","31-Dec","30-Sep-06","-16.30%","-41.91%","8.481","N/A","120.94M","3.01M","9.00%","3.14M","11","0","24.03","23.10","-3.87","1.55","15951234.15","-5.42"
"NUVO","7.93","19.02","20.98","3.79","464,968","489,750","122.72%","113.10%","1.01B","52.96M","48.17M","N/A","N/A","23-Feb-04","2.285","-1.77","-1.77","0.065","2.968","8.32","N/A","318.65","3.16M","-78.97M","-86.70M","N/A","-2884.94%","31-Dec","30-Sep-06","-31.61%","-94.55%","5.119","0.042","157.20M","5.12M","9.90%","5.58M","10.7","0","19.17","4.00","-79.13","1.55","8735500.62","-80.68"
"NVAX","2.84","4.88","8.39","-1.69","1,286,560","1,164,580","48.78%","39.16%","301.02M","61.68M","55.92M","N/A","N/A","N/A","1.612","-0.19","-0.19","0.1","1.218","3.03","N/A","53.96","5.58M","-13.91M","-10.77M","-192.96%","-330.47%","31-Dec","30-Sep-06","-11.38%","-18.09%","22.152","0.229","75.14M","4.42M","7.40%","4.60M","4","0","4.91","4.10","-16.50","1.55","4412656.28","-18.04"
"NVC","14.14","15.09","15.81","0.1","17,653.8","13,283.3","4.07%","-5.55%","348.79M","23.11M","N/A","0.76","5.10%","N/A","15.494","0.48","0.48","1.168","N/A","0.97","31.18","12.92","27.00M","N/A","11.19M","61.95%","84.31%","31-Aug","31-Aug-06","2.55%","3.01%","14.267","0","N/A","10.72K","N/A","10.72K","0.6","0","15.16","15.52","2.37","1.55","507860.00","0.83"
"NVD","1.06","1.81","2.00","0.82","197,032","430,017","38.17%","28.55%","89.12M","49.24M","37.24M","N/A","N/A","N/A","0.204","-0.24","-0.24","0.044","0.217","8.87","N/A","47.15","1.89M","-8.94M","-10.08M","N/A","-558.94%","31-July","31-Jul-06","-42.76%","-112.08%","5.352","0.015","10.70M","89.30K","0.20%","36.51K","0.3","0","1.71","1.64","-4.09","1.55","114228.00","-5.64"
"NVDA","17.17","35.97","37.25","4.47","10,267,600","6,796,870","102.76%","93.14%","12.69B","352.66M","330.76M","N/A","N/A","07-Apr-06","0","0.99","0.99","8.108","N/A","N/A","36.26","4.49","2.82B","607.98M","381.99M","13.53%","15.13%","29-Jan","29-Oct-06","N/A","N/A","N/A","N/A","N/A","14.65M","4.40%","14.60M","1.3","0","35.54","37.01","4.14","1.55","460899850.28","2.59"
"NVEC","12.36","39.18","46.35","4.09","920,834","804,600","147.66%","138.04%","180.85M","4.62M","4.25M","N/A","N/A","22-Nov-02","4.416","0.68","0.68","3.069","0.133","8.87","57.87","12.80","14.13M","5.22M","3.20M","22.63%","32.26%","31-Mar","30-Sep-06","16.00%","18.42%","9.349","N/A","613.37K","979.02K","21.80%","1.04M","1.5","0","38.70","30.75","-20.54","1.55","16644676.50","-22.09"
"NVG","13.83","14.90","15.25","0.24","28,284.6","33,516.7","5.44%","-4.18%","444.12M","29.81M","0","0.77","5.10%","N/A","15.137","0.353","0.353","1.11","N/A","0.99","42.21","13.44","33.10M","N/A","10.53M","50.25%","90.36%","31-Oct","30-Apr-06","2.69%","2.41%","4.393","0.003","N/A","21.99K","N/A","14.04K","0.8","0","15.05","15.12","0.47","1.55","842800.00","-1.08"
"NVGN","8.03","10.15","21.55","1.83","13,812.3","12,200","-51.71%","-61.33%","198.11M","19.52M","16.56M","N/A","N/A","N/A","1.7","-0.65","-0.65","0.54","1.356","5.97","N/A","18.85","10.52M","-15.83M","-12.63M","-120.15%","-165.16%","30-June","30-Jun-06","-22.88%","-32.70%","7.078","0","26.46M","397.89K","N/A","517.92K","36.5","0","10.04","10.16","1.20","1.55","99396.00","-0.35"
"NVH","0.01","3.42","7.05","-0.64","28,033.8","19,066.7","-40.21%","-49.83%","35.36M","10.34M","8.44M","N/A","N/A","27-Jul-98","4.265","-2.246","-2.246","40.782","0","0.80","N/A","0.08","421.64M","-10.48M","-23.22M","-5.51%","-3.66%","31-Dec","30-Sep-06","-6.52%","-41.95%","1.115","0.711","4.00K","0","N/A","57.10K","0","0","3.40","3.69","8.53","1.55","43520.00","6.98"
"NVJ","13.85","14.83","16.20","0.93","1,993.85","1,983.33","-2.18%","-11.80%","32.00M","2.16M","0","0.71","4.80%","N/A","15.062","0.28","0.28","1.075","N/A","0.98","53.15","13.80","2.32M","N/A","602.33K","45.98%","88.46%","31-July","31-Jul-06","2.58%","2.15%","1.393","0.005","N/A","8.10K","N/A","8.29K","4.5","0","14.90","14.64","-1.74","1.55","0.00","-3.29"
"NVL","16.10","26.62","27.43","2.51","671,948","250,517","38.29%","28.67%","1.97B","74.01M","73.97M","0.04","0.20%","N/A","4.351","-1.51","-1.51","127.059","0.959","6.12","N/A","0.21","9.40B","179.00M","-106.00M","-1.19%","-0.71%","31-Dec","30-Sep-06","-0.59%","-29.20%","1.333","7.596","71.00M","5.03M","6.80%","4.35M","5.8","0","27.33","27.85","1.90","1.55","8669076.00","0.36"
"NVLS","22.28","31.61","33.25","2.57","4,120,220","5,609,970","31.27%","21.65%","3.91B","123.60M","122.47M","N/A","N/A","18-Jan-00","14.252","1.32","1.32","12.119","5.362","2.22","23.95","2.52","1.55B","337.38M","169.48M","10.98%","15.29%","31-Dec","30-Sep-06","7.07%","9.33%","3.734","0.087","662.79M","8.59M","7.00%","8.20M","3.3","0","32.34","34.42","6.43","1.55","386491976.64","4.89"
"NVMI","1.45","2.33","2.90","1.55","20,904.6","26,066.7","3.10%","-6.52%","37.69M","16.18M","11.50M","N/A","N/A","N/A","1.544","-0.17","-0.17","2.747","0.637","1.51","N/A","0.88","43.06M","-1.40M","-2.70M","-6.27%","-5.94%","31-Dec","30-Sep-06","-3.80%","-10.27%","2.05","N/A","10.30M","12.91K","N/A","14.99K","1.5","0","2.45","2.63","7.35","1.55","15680.00","5.80"
"NVN","13.38","14.50","15.48","0.44","21,487.7","25,466.7","0.69%","-8.93%","339.81M","23.44M","23.44M","0.71","4.90%","N/A","15.207","0.63","0.63","1.13","0.002","0.95","23.20","12.83","26.48M","N/A","14.65M","73.80%","83.62%","30-Sep","31-Mar-06","2.49%","3.52%","19.14","N/A","51.95K","22.19K","N/A","249","1","0","14.70","14.43","-1.84","1.55","598290.00","-3.38"
"NVO","53.08","75.97","78.67","0.94","57,169.2","47,916.7","42.21%","32.59%","24.32B","320.11M","285.54M","0.69","0.90%","11-Apr-01","15.53","2.69","2.69","20.57","2.764","4.89","28.24","3.67","6.64B","1.88B","873.01M","13.16%","23.71%","31-Dec","30-Sep-06","13.05%","18.07%","1.785","0.053","884.63M","586.72K","N/A","414.69K","8.8","0","78.12","83.63","7.05","1.55","7077672.00","5.51"
"NVR","386.55","570.00","846.75","2.22","75,709.2","44,700","-19.61%","-29.23%","3.19B","5.59M","4.73M","N/A","N/A","N/A","192.477005","98.09","98.09","1,074.869","42.191","2.96","5.81","0.52","6.18B","1.29B","674.78M","10.92%","19.96%","31-Dec","30-Sep-06","33.91%","67.75%","2.273","0.342","235.77M","811.17K","15.50%","793.30K","11.4","0","615.00","645.00","4.88","1.55","71524500.00","3.33"
"NVS","51.43","57.56","61.60","0.65","1,239,620","1,404,120","8.99%","-0.63%","135.19B","2.35B","2.20B","0.89","1.50%","11-May-00","16.43","2.92","2.92","15.45","3.632","3.50","19.71","3.74","36.18B","9.90B","6.87B","18.98%","21.94%","31-Dec","30-Sep-06","8.43%","19.53%","1.286","0.239","8.53B","2.51M","N/A","2.26M","2.8","0","57.83","57.44","-0.67","1.55","127740687.00","-2.22"
"NVSL","10.17","12.44","12.51","0.47","3,029.23","1,133.33","20.19%","10.57%","92.98M","7.47M","3.18M","0.20","1.60%","N/A","6.807","0.25","0.25","1.805","1.871","1.83","49.37","7.03","13.22M","N/A","1.84M","13.95%","22.77%","31-Dec","30-Sep-06","0.50%","3.62%","N/A","N/A","13.99M","1.08K","N/A","955","1.3","0","","","0.00","1.55","0.00","-1.55"
"NVT","23.73","34.44","55.86","3.29","1,472,450","775,300","-19.85%","-29.47%","3.22B","93.36M","93.10M","N/A","N/A","N/A","6.312","0.99","0.99","5.912","2.333","5.46","34.72","5.88","546.91M","165.26M","94.19M","17.31%","24.22%","31-Dec","01-Oct-06","13.45%","18.17%","3.384","N/A","217.82M","4.69M","5.00%","4.79M","3.5","0","35.51","34.97","-1.52","1.55","23443702.00","-3.07"
"NVTL","8.06","9.37","14.48","3.15","1,063,140","462,450","-32.25%","-41.87%","280.82M","29.97M","29.69M","N/A","N/A","29-Oct-02","4.337","-0.07","-0.07","6.434","2.634","2.16","N/A","1.48","189.64M","7.97M","-2.03M","-1.07%","-3.48%","31-Dec","30-Sep-06","0.31%","-1.65%","3.558","N/A","78.94M","5.69M","19.20%","5.46M","3.3","0","9.57","9.67","1.04","1.55","4140374.37","-0.50"
"NVX","14.00","15.40","15.55","-0.04","14,384.6","21,800","8.07%","-1.55%","227.77M","14.79M","0","0.79","5.20%","N/A","15.358","0.568","0.568","1.08","N/A","1.00","27.11","14.26","15.97M","N/A","8.40M","72.38%","89.65%","31-Aug","31-Aug-06","2.63%","3.41%","27.55","0","N/A","3.59K","N/A","8.36K","0.3","0","15.37","15.49","0.78","1.55","315085.00","-0.77"
"NVY","13.78","15.22","15.54","0.25","3,187.69","6,066.67","6.69%","-2.93%","56.68M","3.72M","0","0.76","5.00%","N/A","14.926","-0.073","-0.073","1.103","0.001","1.02","N/A","13.74","4.11M","N/A","-270.69K","11.96%","89.22%","30-June","30-Jun-06","2.64%","0.57%","1.588","N/A","3.18K","8.28K","N/A","6.97K","3.5","0","15.49","15.44","-0.32","1.55","43372.00","-1.87"
"NWD","1.20","1.78","2.66","2.36","143,723","213,417","7.98%","-1.64%","93.33M","52.43M","16.75M","N/A","N/A","N/A","0.853","0.19","0.19","1.009","0.278","2.06","9.52","1.81","50.86M","10.36M","9.78M","24.09%","11.89%","25-Dec","25-Sep-06","9.36%","32.78%","2.159","0.009","14.56M","570.88K","N/A","573.60K","3.6","0","1.78","1.80","1.12","1.55","229264.00","-0.42"
"NWEC","30.07","35.60","35.85","64.28","244,406","302,667","13.59%","3.97%","1.27B","35.62M","35.52M","1.24","3.50%","N/A","20.688","1.78","1.78","32.909","0.047","1.72","19.98","1.08","1.17B","210.55M","57.04M","5.61%","11.84%","31-Dec","30-Sep-06","3.57%","7.83%","1.013","1.002","1.68M","1.96M","5.50%","1.34M","8","0","35.78","35.38","-1.12","1.55","2469714.50","-2.66"
"NWECW","none","11.35","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","0","11.20","11.39","1.70","1.55","51296.00","0.15"
"NWF","12.70","13.40","14.00","0.3","5,775.38","3,833.33","1.90%","-7.72%","52.02M","3.88M","0","0.65","4.90%","N/A","14.07","0.01","0.01","1.013","0.047","0.95","2,680.00","13.23","3.93M","N/A","17.96K","18.99%","89.18%","30-June","30-Jun-06","2.57%","0.88%","47.848","N/A","181.38K","19.09K","N/A","16.79K","3.2","0","13.48","13.36","-0.89","1.55","169848.00","-2.44"
"NWFI","32.70","33.69","39.00","0.39","415.385","266.667","-3.13%","-12.75%","50.30M","1.49M","1.27M","0.80","2.40%","N/A","35.209999","1.84","1.84","18.097","7.651","0.96","18.34","1.86","27.01M","N/A","2.76M","10.22%","40.82%","31-Dec","30-Sep-06","0.44%","5.38%","N/A","N/A","11.43M","136","N/A","304","0.3","0","","","0.00","1.55","0.00","-1.55"
"NWFL","29.59","30.90","33.75","0.27","833.846","166.667","-0.87%","-10.49%","86.37M","2.80M","2.36M","0.84","2.70%","10-May-06","18.249001","2.02","2.02","6.925","3.976","1.69","15.27","4.46","19.36M","N/A","5.77M","29.83%","54.47%","31-Dec","30-Sep-06","1.31%","11.72%","N/A","N/A","11.11M","1.68K","0.10%","1.58K","4","0","","","0.00","1.55","0.00","-1.55"
"NWI","13.22","14.45","15.00","0.11","5,204.62","4,200","2.48%","-7.14%","77.45M","5.36M","0","0.67","4.60%","N/A","14.329","0.22","0.22","0.967","0.081","1.01","65.68","14.93","5.18M","N/A","1.18M","41.61%","88.95%","31-May","31-May-06","2.46%","1.84%","38.156","N/A","435.08K","10.40K","N/A","8.29K","2","0","14.50","14.20","-2.07","1.55","40600.00","-3.61"
"NWK","2.65","6.16","6.19","2.98","110,235","137,933","31.06%","21.44%","155.22M","25.20M","24.95M","N/A","N/A","N/A","3.483","-0.91","-0.91","2.695","3.343","1.77","N/A","2.33","66.75M","-14.94M","-22.52M","-33.74%","-33.71%","31-Mar","29-Sep-06","-9.63%","-23.10%","5.617","0.283","84.25M","111.55K","0.40%","163.48K","1.1","0","6.15","5.82","-5.37","1.55","597780.00","-6.91"
"NWL","23.05","28.54","29.98","1.27","1,377,000","1,490,870","22.91%","13.29%","7.91B","277.20M","275.18M","0.84","2.90%","02-Sep-94","6.626","1.32","1.32","24.663","0.496","4.31","21.69","1.17","6.77B","937.90M","413.80M","5.31%","10.36%","31-Dec","30-Sep-06","7.14%","23.37%","1.321","1.348","137.40M","10.75M","3.90%","11.63M","8.5","0","28.82","28.95","0.45","1.55","46538536.00","-1.09"
"NWLIA","199.00","226.05","245.00","0.96","1,598.46","1,500","6.13%","-3.49%","818.30M","3.62M","2.26M","N/A","N/A","N/A","253.537994","18.92","18.92","130.962","34.59","0.89","11.95","1.73","473.82M","102.90M","69.14M","14.59%","21.42%","31-Dec","30-Sep-06","0.98%","7.77%","350.451","N/A","125.24M","77.58K","N/A","81.16K","43.7","0","224.05","230.14","2.72","1.55","448996.20","1.17"
"NWN","32.83","40.16","41.94","0.79","106,395","81,400","16.24%","6.62%","1.10B","27.50M","27.32M","1.42","3.60%","09-Sep-96","21.492001","2.14","2.14","36.916","0.207","1.87","18.80","1.09","1.02B","194.43M","59.10M","5.81%","12.77%","31-Dec","30-Sep-06","4.18%","10.16%","0.842","1.055","5.68M","1.31M","4.80%","1.32M","12","0","41.03","42.44","3.44","1.55","5973968.00","1.89"
"NWPX","21.83","33.51","34.59","1.63","27,420","26,383.3","35.89%","26.27%","230.21M","6.87M","6.59M","N/A","N/A","N/A","25.375","2.44","2.44","47.615","0.014","1.32","13.71","0.71","326.16M","31.08M","17.43M","5.34%","8.17%","31-Dec","30-Sep-06","4.73%","10.56%","3.05","0.558","99.00K","28.03K","0.40%","18.78K","1.8","0","31.84","33.62","5.59","1.55","1091602.56","4.04"
"NWRE","10.94","11.26","30.95","1.38","274,503","144,617","-49.05%","-58.67%","224.58M","19.95M","18.21M","N/A","N/A","N/A","9.161","0.22","0.22","5.502","5.536","1.23","50.95","2.20","102.24M","11.61M","4.20M","4.11%","3.89%","30-June","30-Sep-06","3.08%","3.05%","10.529","N/A","110.41M","2.87M","14.50%","3.14M","13.5","0","10.94","13.21","20.75","1.55","2773946.40","19.20"
"NWS","none","21.25","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","0","21.43","22.26","3.87","1.55","35402360.00","2.33"
"NWSB","21.00","26.13","29.06","0.8","34,763.1","39,933.3","18.40%","8.78%","1.31B","50.11M","18.89M","0.80","3.00%","17-Nov-97","12.22","1.14","1.14","4.355","2.427","2.14","22.90","5.99","218.58M","N/A","57.47M","26.29%","43.29%","31-Dec","30-Sep-06","N/A","N/A","N/A","N/A","121.63M","687.67K","1.40%","714.64K","22.1","0","27.35","27.46","0.40","1.55","1248199.30","-1.14"
"NWSBP","none","25.37","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","0","25.39","0.00","-100.00","1.55","121872.00","-101.55"
"NWY","9.41","13.49","22.63","2.1","512,460","384,600","-19.85%","-29.47%","759.62M","56.31M","23.39M","N/A","N/A","N/A","3.771","0.72","0.72","20.834","0.421","3.58","18.71","0.66","1.15B","106.12M","42.75M","3.70%","6.48%","28-Jan","28-Oct-06","10.71%","23.37%","1.286","0.156","23.73M","2.38M","4.50%","2.37M","4","0","12.80","13.08","2.19","1.55","8357120.00","0.64"
"NX","29.15","36.61","49.02","2.69","421,125","221,733","-10.77%","-20.39%","1.35B","36.96M","36.42M","0.56","1.60%","03-Apr-06","19.445","3.83","3.83","52.547","1.654","1.88","9.56","0.68","1.99B","336.79M","167.86M","7.66%","13.22%","31-Oct","31-Jul-06","14.84%","24.93%","1.788","0.185","61.15M","1.73M","4.70%","1.74M","3.5","0","36.38","34.59","-4.92","1.55","16971270.00","-6.47"
"NXC","13.20","13.99","14.70","0.07","10,412.3","3,983.33","0.50%","-9.12%","87.54M","6.26M","6.25M","0.64","4.50%","N/A","14.568","0.75","0.75","0.707","N/A","0.96","18.78","19.80","4.42M","N/A","4.66M","105.44%","92.34%","31-Mar","31-Mar-06","2.75%","5.12%","3.081","0.004","N/A","6.96K","N/A","6.10K","0.7","0","14.36","14.16","-1.39","1.55","71800.00","-2.94"
"NXE","13.31","13.84","15.11","0.1","3,864.62","5,333.33","-4.68%","-14.30%","42.45M","3.07M","0","0.68","4.80%","N/A","14.316","0.43","0.43","0.994","0.016","0.97","32.19","13.92","3.05M","N/A","1.32M","62.85%","88.72%","31-July","31-Jul-06","2.53%","2.89%","17.053","N/A","49.05K","5.34K","N/A","2.72K","1","0","14.19","13.85","-2.40","1.55","76626.00","-3.94"
"NXG","1.52","3.14","4.82","1.96","2,897,180","2,244,180","100.00%","90.38%","677.19M","215.67M","215.32M","N/A","N/A","N/A","1.46","0.56","0.56","1.819","0.588","2.15","5.60","1.74","388.73M","154.89M","122.89M","31.61%","29.51%","31-Dec","30-Sep-06","22.95%","50.95%","5.957","0.018","126.85M","1.78M","N/A","3.69M","0.6","0","3.00","3.48","16.00","1.55","8658000.00","14.45"
"NXI","14.26","14.88","18.15","0.7","6,810.77","5,400","-8.70%","-18.32%","63.12M","4.24M","0","0.73","4.90%","N/A","15.022","0.346","0.346","1.075","0.023","0.99","43.01","13.86","4.56M","N/A","1.47M","51.85%","89.17%","31-July","31-Jul-06","2.65%","2.47%","3.576","N/A","98.95K","2.76K","N/A","3.96K","0.7","0","14.94","14.81","-0.87","1.55","41832.00","-2.42"
"NXJ","14.23","15.62","16.72","0.37","6,452.31","11,383.3","5.99%","-3.63%","102.53M","6.56M","0","0.77","5.00%","N/A","14.682","-0.01","-0.01","1.063","0.012","1.06","N/A","14.65","6.98M","N/A","-55.60K","16.91%","89.36%","30-June","30-Jun-06","2.63%","0.80%","2.158","N/A","80.88K","11.01K","N/A","19.65K","2","0","15.87","15.85","-0.13","1.55","134895.00","-1.67"
"NXK","14.64","15.60","16.50","-0.05","8,700","7,116.67","1.69%","-7.93%","100.92M","6.47M","0","0.79","5.00%","N/A","15.076","0.81","0.81","1.1","0.068","1.03","19.31","14.18","7.12M","N/A","5.23M","90.24%","89.93%","30-Sep","31-Mar-06","2.75%","4.42%","12.527","N/A","441.17K","20.12K","N/A","8.74K","1.6","0","15.80","15.66","-0.89","1.55","208560.00","-2.43"
"NXL","22.80","27.49","28.93","1.01","542,511","742,533","14.45%","4.83%","2.84B","103.29M","100.21M","1.25","4.50%","N/A","14.019","1.07","1.07","4.511","0.142","1.96","25.72","6.03","470.67M","296.84M","96.12M","29.16%","44.14%","31-Dec","30-Sep-06","3.82%","8.03%","2.473","1.231","14.67M","5.99M","6.00%","5.38M","10.2","0","28.28","27.48","-2.83","1.55","18565820.00","-4.37"
"NXM","14.90","16.07","17.30","0.42","3,066.15","2,516.67","2.03%","-7.59%","53.37M","3.32M","0","0.80","5.00%","N/A","14.953","-0.00","-0.00","1.099","0.077","1.07","N/A","14.62","3.65M","N/A","-12.80K","18.21%","88.78%","30-June","30-Jun-06","2.64%","0.87%","1.819","N/A","255.15K","13.02K","N/A","10.49K","6.1","0","","","0.00","1.55","0.00","-1.55"
"NXN","12.73","13.76","13.99","0.08","6,150.77","5,033.33","7.08%","-2.54%","53.77M","3.91M","0","0.61","4.40%","N/A","14.194","0.59","0.59","0.675","0.095","0.97","23.16","20.39","2.64M","N/A","2.32M","88.11%","91.42%","31-Mar","31-Mar-06","2.70%","4.18%","24.545","N/A","369.60K","918","N/A","2","0.1","0","13.67","13.70","0.22","1.55","72451.00","-1.33"
