Company,52-Week Low,Recent Price,52-Week High,Beta,Daily Volume (3-month avg),Daily Volume (10-day avg),52-Week Change,52-Week Change relative to S&P500,Market Capitalization,Shares Outstanding,Float,Annual Dividend,Dividend Yield,Last Split,Book Value,Earnings (ttm),Earnings (mrq),Sales (per share),Cash,Price/Book,Price/Earnings,Price/Sales,Sales (ttm),EBITDA,Income,Profit Margin,Operating Margin,Fiscal Year Ends,Most recent quarter,Return Assets,Return Equity,Current Ratio,Debt/Equity,Total Cash,Shares Short,Percent of Float,Shares Short (Prior Month),Short Ratio,Daily Volume,Start Price,End Price,Company Return,Market Return,DCV,Delta Return
WYN,0.5,0.68,3,0.46,814.8K,2.28M,-59.70%,-47.00%,114.1M,167.8M,151.0M,none,none,none,10.38,-2.3,-0.23,14.26,0.36,0.07,none,0.05,2.39B,182.2M,-385.6M,-11.20%,-18.30%,31-Dec,none,-4.28%,-20.62%,1.37,1.9,59.7M,33.0K,0.00%,58.0K,0.11,307.0K,0.64,0.65,1.56,0.8,8846400,0.76
WYPT,9,13.23,14.87,none,88.1K,75.0K,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,13.28,13.95,5.05,0.8,309424,4.24
WZR,3.938,5.44,10.1,0.43,29.7K,51.0K,0.00%,32.00%,49.8M,9.16M,5.30M,none,none,none,10.11,1.68,0.75,7.13,2.48,0.54,3.24,0.76,91.7M,51.7M,20.6M,24.00%,24.20%,31-Dec,none,9.71%,28.22%,2.95,1.41,22.7M,"1,000",0.00%,20.0K,0.05,20.0K,4.65,5.86,26.02,0.8,131595,25.22
index,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,,,0,0.8,0,-0.8
x,12.688,14.6,22,1.17,589.6K,830.0K,-4.30%,25.90%,1.30B,89.1M,76.7M,0.4,2.74%,none,20.84,-1.68,-0.36,69.67,2.85,0.7,none,0.21,6.19B,132.0M,-149.0M,-2.30%,-3.70%,31-Dec,none,-1.69%,-7.56%,1.61,1.31,254.0M,3.65M,4.80%,5.36M,6.06,602.0K,14.12,14.39,1.91,0.8,13375876,1.11
XAA,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,13.59,13.9,2.28,0.8,42129,1.48
XATA,2.125,3.25,4.75,0.16,"2,727","3,000",-21.20%,3.60%,22.4M,6.89M,3.40M,none,none,none,0.98,-0.35,-0.25,2.5,0.02,3.32,none,1.3,13.6M,-1.58M,-1.91M,-14.00%,-11.70%,30-Sep,none,-16.43%,-31.23%,1.1,0.47,125.0K,0,none,"3,000",none,"4,000",3.3,3.5,6.06,0.8,2310,5.26
XCAR,3.625,12.45,17.19,none,301.1K,360.0K,176.70%,281.80%,344.3M,27.7M,21.9M,none,none,none,5.45,-0.82,-0.07,1.33,4.57,2.28,none,9.38,21.8M,-16.7M,-13.4M,-61.60%,-83.60%,31-Dec,none,-13.49%,-14.34%,10.52,0,78.0M,1.35M,6.20%,1.58M,4.73,285.0K,,,0,0.8,0,-0.8
XEIK,1.08,1.21,13.75,1.05,30.5K,30.0K,-90.80%,-87.90%,37.1M,30.6M,21.1M,none,none,none,1.94,-1.36,-0.34,4.89,0.14,0.62,none,0.25,149.9M,-45.0M,-41.8M,-27.90%,-30.10%,31-Dec,none,-22.20%,-49.65%,1.31,0.72,4.26M,669.0K,3.20%,648.0K,14.54,46.0K,1.35,1.12,-17.04,0.8,22275,-17.84
XEL,24.188,29.26,31.85,none,875.5K,1.20M,8.40%,42.50%,10.1B,344.7M,341.3M,1.5,5.13%,none,17.51,1.78,0.48,43.24,1.01,1.67,16.39,0.68,14.7B,2.55B,608.6M,4.20%,11.60%,31-Dec,none,2.71%,10.68%,0.63,2.13,346.6M,2.00M,0.60%,2.84M,2.05,976.0K,28.45,28.28,-0.6,0.8,27607880,-1.4
XETA,3.59,4.18,12.813,1.16,20.1K,11.0K,-60.70%,-48.30%,38.6M,9.24M,4.80M,none,none,none,3.26,0.45,0.1,9.98,0.29,1.28,9.23,0.42,97.5M,10.7M,4.41M,4.50%,9.50%,31-Oct,none,5.81%,16.30%,1.56,0.82,2.70M,102.0K,2.10%,165.0K,6.8,15.0K,4.2685,3.6,-15.66,0.8,36282.25,-16.46
XICO,2.62,8.27,13.06,1.31,281.8K,340.0K,10.30%,45.00%,180.1M,21.8M,20.7M,none,none,none,0.52,-0.11,0.03,4.56,1.4,15.79,none,1.81,103.7M,-268.0K,-1.86M,-1.80%,-2.60%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,7.75,9.79,26.32,0.8,2221150,25.52
XING,1.61,2,14.875,3.94,46.6K,23.0K,-82.20%,-76.60%,24.3M,12.1M,5.30M,none,none,none,5.03,0.24,0.24,3.99,1.08,0.4,8.37,0.5,47.4M,8.36M,2.84M,7.40%,11.60%,31-Dec,none,3.79%,6.00%,1.37,0.43,13.2M,97.0K,1.80%,98.0K,1.45,67.0K,1.79,2.16,20.67,0.8,57101,19.87
XL,61.5,86.5,89.25,0.59,1.48M,2.44M,12.00%,47.30%,10.9B,125.7M,86.7M,1.84,2.13%,none,45.2,3.84,1.01,22.75,13.35,1.91,22.51,3.8,2.89B,none,487.6M,16.90%,15.70%,31-Dec,none,2.84%,8.72%,none,0.23,1.68B,1.82M,2.10%,1.69M,2.85,640.0K,81.4,86.86,6.71,0.8,147106080,5.9
XLA,1,1.35,17.375,2.82,126.7K,133.0K,-91.50%,-88.80%,153.2M,113.5M,11.3M,none,none,none,none,0.95,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,1.12,1.84,64.29,0.8,73584,63.48
XLI,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,23.92,24.1,0.75,0.8,409032,-0.05
XLK,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,18.98,21.29,12.17,0.8,8844680,11.37
XLNX,19.52,26.52,89,1.86,7.14M,12.4M,-67.60%,-57.40%,8.85B,333.6M,300.2M,none,none,none,5.76,-0.15,0.05,4.63,0.92,4.6,none,5.73,1.58B,308.7M,-40.1M,-2.50%,17.70%,31-Mar,none,-1.64%,-2.12%,4.88,0,307.8M,11.6M,3.90%,12.8M,1.91,6.07M,22.8,30.5,33.77,0.8,174698160,32.97
XLTC,11.75,17.3,27.734,1.2,36.2K,47.0K,-29.70%,-7.60%,203.5M,11.8M,7.90M,none,none,none,7.72,1.09,0.2,8.6,1.56,2.24,15.91,2.01,103.6M,20.9M,13.1M,12.70%,18.80%,31-Dec,none,13.45%,15.37%,5.67,0,18.4M,171.0K,2.20%,167.0K,5.03,34.0K,16.72,15.54,-7.06,0.8,1175416,-7.86
XMSR,3.87,5.13,39.563,none,684.0K,1.56M,-85.70%,-81.20%,300.0M,58.5M,41.0M,none,none,none,16.34,-5.22,-0.76,none,3.53,0.31,none,none,0,-122.2M,-266.9M,none,none,31-Dec,none,-8.39%,-28.88%,4.23,0.41,206.5M,8.85M,21.60%,10.9M,13.94,635.0K,5.86,7.12,21.5,0.8,6102018,20.7
XOM,35.01,40.69,47.719,none,9.00M,12.6M,-9.00%,19.70%,279.6B,6.87B,6.82B,0.92,2.26%,none,10.62,2.6,0.62,33.75,1.35,3.83,15.64,1.21,236.2B,38.5B,18.2B,7.70%,12.80%,31-Dec,none,12.30%,25.96%,1.16,0.15,9.30B,27.9M,0.40%,36.5M,3.19,8.74M,39.99,39.45,-1.35,0.8,433095699,-2.15
XOMA,5.313,7,17.75,1.29,1.06M,2.19M,-45.40%,-28.20%,484.4M,69.2M,68.3M,none,none,none,-0.23,-0.47,-0.1,0.15,0.49,none,none,46.87,9.87M,-30.5M,-31.0M,none,none,31-Dec,none,none,none,none,none,none,none,none,none,none,none,8.45,7.47,-11.6,0.8,3768700,-12.4
XOXO,0.27,0.41,35.25,2.65,7.73M,19.6M,-98.70%,-98.20%,176.2M,429.8M,166.6M,none,none,none,2.54,-5.55,-1.32,2.99,3.28,0.16,none,0.14,1.06B,-366.2M,-1.95B,none,none,31-Dec,none,-19.32%,-105.43%,2.96,1.6,1.39B,39.9M,23.90%,31.2M,5.78,6.90M,0.5,0.92,84,0.8,11767950,83.2
XRAY,30.891,45.27,47.44,0.32,255.0K,289.0K,33.90%,76.10%,2.35B,51.8M,44.0M,0.28,0.61%,none,10.86,2.21,0.52,18.17,0.33,4.17,20.45,2.49,951.4M,212.8M,115.9M,12.20%,17.50%,31-Dec,none,12.07%,22.44%,1.9,0.61,17.0M,482.0K,1.10%,214.0K,1.55,310.0K,45.57,44.78,-1.73,0.8,7455252,-2.54
XRIT,5,7.39,10.313,0,19.6K,12.0K,19.40%,57.10%,158.7M,21.5M,12.2M,0.1,1.35%,none,3.3,0.43,0.08,4.6,1.15,2.24,17.27,1.61,100.9M,12.4M,9.42M,9.30%,12.30%,30-Dec,none,7.86%,14.15%,8.82,0,24.6M,47.0K,0.40%,53.0K,2.04,23.0K,7.2,7.1,-1.39,0.8,41040,-2.19
XRX,3.75,7.36,11.35,1.5,2.96M,3.13M,-31.50%,-10.00%,5.28B,717.0M,516.2M,0.2,2.72%,none,4.62,-0.54,-0.43,25.11,3.04,1.59,none,0.29,17.7B,1.40B,-353.0M,-1.90%,-0.90%,31-Dec,none,-1.15%,-9.39%,1.98,4.14,2.18B,25.5M,4.90%,25.4M,8.77,2.91M,7.78,7,-10.03,0.8,22334824,-10.83
XTEL,0.82,0.92,7.938,0.97,22.1K,32.0K,-87.70%,-83.90%,9.19M,9.98M,6.50M,none,none,none,3.13,0.39,0.01,18.57,0.07,0.29,2.37,0.05,189.6M,10.8M,3.97M,2.10%,4.60%,31-Mar,none,4.30%,13.49%,2.59,0.82,743.0K,"1,000",0.00%,"1,000",0.04,22.0K,0.9,0.61,-32.22,0.8,16920,-33.03
XTND,2.2,3.71,42.5,2.52,42.5K,53.0K,-90.00%,-86.90%,40.7M,11.0M,9.40M,none,none,none,1.73,-2.41,-1.93,3.28,0.6,2.15,none,1.13,34.7M,-18.0M,-25.9M,-74.50%,-54.50%,30-Jun,none,-62.16%,-76.68%,1.79,0,6.58M,185.0K,2.00%,183.0K,3.43,54.0K,2.5,3.51,40.4,0.8,112750,39.6
XTO,11.167,15.57,21.733,0.93,824.7K,1.09M,20.90%,59.00%,1.92B,123.6M,86.5M,0.04,0.26%,none,5.14,2.17,0.72,6.89,0.08,3.03,7.17,2.26,824.0M,603.9M,263.0M,32.00%,56.50%,31-Dec,none,16.12%,60.70%,0.76,1.26,9.86M,4.19M,4.80%,4.88M,4.55,922.0K,13.97,18,28.85,0.8,9350121,28.04
XTRM,3.625,4.8,11.38,0.37,16.5K,"4,000",-1.50%,29.50%,34.3M,7.14M,2.10M,none,none,none,7.4,1.17,0.16,12.88,0.12,0.65,4.11,0.37,97.1M,20.7M,8.80M,9.10%,17.00%,31-Dec,none,9.92%,17.88%,2.39,0.47,826.0K,"3,000",0.10%,"3,000",0.11,27.0K,5,4.42,-11.6,0.8,16500,-12.4
XVF,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,24.8,25.47,2.7,0.8,198400,1.9
XXIA,4.45,8.74,39,none,134.3K,216.0K,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,7.15,10.04,40.42,0.8,1151865,39.62
XYBR,1.156,2.09,6.56,1.65,280.9K,262.0K,-61.90%,-49.90%,110.2M,52.7M,48.5M,none,none,none,0.25,-0.66,-0.17,0.2,0.16,8.27,none,10.23,8.77M,-25.7M,-27.9M,none,none,31-Dec,none,-161.12%,-243.66%,2.93,0,8.24M,2.35M,4.80%,2.51M,7.04,334.0K,1.96,1.99,1.53,0.8,376908,0.73
index,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,,,0,0.8,0,-0.8
Y,180,199.84,224.24,0.12,"6,091",10.0K,-1.90%,29.00%,1.45B,7.24M,3.80M,none,none,none,227.87,56.5,-1.29,209.1,1.35,0.88,3.54,0.96,1.52B,none,415.8M,27.40%,45.10%,31-Dec,none,13.29%,30.61%,none,0.14,9.80M,20.0K,0.50%,"5,000",4,"5,000",198.58,191.5,-3.57,0.8,1251054,-4.37
YANB,10.15,11.89,14.5,0.52,"7,818","4,000",-0.90%,30.30%,88.5M,7.45M,5.20M,0.44,3.70%,none,11.04,1.41,0.32,15.44,3.02,1.08,8.43,0.77,114.4M,none,10.4M,9.10%,none,31-Dec,none,0.67%,13.61%,none,none,none,none,none,none,none,none,11.92,11.7,-1.85,0.8,13112,-2.65
YBTVA,11.22,15.34,42,0.63,112.0K,254.0K,-47.10%,-30.40%,300.8M,19.6M,15.1M,none,none,none,8.06,-1.24,-0.22,24.54,5.49,1.9,none,0.62,418.5M,232.1M,-20.2M,-4.80%,25.40%,31-Dec,none,-1.30%,-18.33%,2.15,8.08,107.5M,264.0K,1.70%,266.0K,4.98,53.0K,15.27,15.55,1.83,0.8,2414187,1.03
YCC,10,18,20.313,1.23,87.7K,77.0K,-10.30%,18.00%,981.9M,54.5M,6.50M,none,none,none,1.94,0.66,0.03,6.51,0.08,9.3,27.31,2.76,354.7M,88.1M,36.0M,10.10%,21.10%,30-Dec,none,11.36%,38.87%,1.18,1.66,4.22M,2.60M,39.90%,2.96M,27.62,94.0K,17.01,18.3,7.58,0.8,408240,6.78
YCT,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,24.28,24.88,2.47,0.8,366628,1.67
YELL,14.125,19.45,27.57,0.73,361.1K,324.0K,24.00%,63.00%,474.6M,24.4M,18.8M,none,none,none,19.36,1.76,0.23,142.38,1.35,1,11.04,0.14,3.46B,238.5M,42.7M,1.20%,3.20%,31-Dec,none,3.23%,9.33%,0.79,0.49,32.9M,466.0K,2.50%,550.0K,1.07,436.0K,19.57,22.22,13.54,0.8,2972683,12.74
YFCB,14,23.6,25.6,0.26,"4,636","2,000",50.40%,97.80%,52.6M,2.23M,1.30M,0.4,1.70%,none,18.23,1.69,0.46,18.07,3.35,1.29,13.96,1.31,37.9M,none,3.55M,9.40%,36.00%,30-Sep,none,0.66%,9.53%,none,none,7.46M,"1,000",0.10%,0,0.17,"6,000",22.1,26.75,21.04,0.8,2210,20.24
YHOO,8.02,10.35,88.75,3.71,8.30M,9.68M,-87.30%,-83.20%,5.93B,572.9M,309.3M,none,none,none,3.52,-0.2,-0.09,1.68,1.68,2.94,none,6.16,968.8M,90.6M,-110.2M,-11.40%,5.00%,31-Dec,none,-4.81%,-5.75%,3.37,0,960.3M,43.1M,13.90%,42.1M,6.37,6.77M,9.24,10.88,17.75,0.8,47302332,16.95
YLD,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,1.26,1.21,-3.97,0.8,54054,-4.77
YLH,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,1.33,1.4,5.26,0.8,61978,4.46
YLT,1.13,1.43,3.5,0.62,54.0K,48.0K,-56.80%,-43.20%,50.5M,35.3M,34.9M,0.26,17.83%,none,2.14,-1.02,-0.77,0.57,0,0.67,none,2.49,20.3M,19.2M,-36.0M,none,94.80%,31-Jul,none,-33.35%,-33.86%,none,0,87.0K,89.0K,0.30%,83.0K,1.75,51.0K,1.45,1.38,-4.83,0.8,66700,-5.63
YORW,15,23.25,25.5,-0.09,"1,455","1,000",47.60%,94.10%,71.2M,3.06M,3.00M,1,4.30%,none,10.77,1.21,0.28,6.14,none,2.16,19.17,3.79,18.6M,10.2M,3.68M,19.70%,45.30%,31-Dec,none,3.24%,11.37%,0.55,1.12,none,0,none,"2,000",none,"1,000",23.7,23.7465,0.2,0.8,49770,-0.61
YPF,16.05,16.55,35,0.87,"7,818","8,000",-48.30%,-32.00%,6.51B,393.3M,0,none,none,none,23.61,3.56,1.24,20.48,0.06,0.7,4.65,0.81,7.64B,3.59B,1.34B,17.70%,34.60%,31-Dec,none,10.05%,15.58%,0.61,0.35,25.0M,"5,000",0.00%,"6,000",0.5,10.0K,16.75,16.5,-1.49,0.8,165825,-2.3
YRK,22.875,29.27,40,0.69,307.0K,367.0K,6.90%,40.60%,1.13B,38.6M,26.2M,0.6,2.05%,none,18.43,1.59,0.84,102.32,0.62,1.59,18.35,0.29,3.95B,190.7M,61.6M,1.60%,2.50%,31-Dec,none,2.20%,8.32%,1.5,1.3,23.8M,696.0K,2.70%,365.0K,2.24,311.0K,27.85,30.64,10.02,0.8,8251955,9.21
YUM,25.875,42.27,48.75,0.43,621.3K,732.0K,41.20%,85.70%,6.22B,147.2M,114.8M,none,none,none,-0.8,2.61,0.76,46.57,1.75,none,16.18,0.91,6.95B,1.14B,391.0M,5.60%,11.40%,30-Dec,none,none,none,none,none,none,none,none,none,none,none,38.97,50.59,29.82,0.8,40049469,29.01
index,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,,,0,0.8,0,-0.8
Z,9.75,15.1,19.1,0.8,1.18M,1.18M,16.20%,52.80%,2.11B,139.8M,121.9M,none,none,none,7.42,0.77,0.03,31.89,1.35,2.03,19.71,0.47,4.46B,346.0M,107.0M,2.40%,3.90%,3-Feb,none,none,none,none,none,none,none,none,none,none,none,15.5,14.5,-6.45,0.8,9286050,-7.26
ZAP,13.13,17.7,30,0.89,"5,500",17.0K,-38.40%,-19.00%,42.3M,2.39M,1.30M,none,none,none,66.34,-14.11,-4.03,34.33,35.14,0.27,none,0.52,82.0M,-22.5M,-33.7M,-48.30%,-37.80%,31-Dec,none,-14.65%,-19.53%,4.99,0.1,84.0M,26.0K,2.00%,26.0K,6.5,"4,000",17.9,19.95,11.45,0.8,55490,10.65
ZAPP,0.33,0.41,6.813,1.66,22.5K,15.0K,-92.40%,-90.00%,3.03M,7.39M,3.50M,none,none,none,0.75,-1.21,-0.31,1.95,0.18,0.55,none,0.21,11.2M,-3.51M,-6.93M,-37.20%,-39.00%,31-Dec,none,-40.53%,-99.89%,3.41,0.28,1.21M,17.0K,0.50%,"9,000",0.53,32.0K,0.36,0.31,-13.89,0.8,6336,-14.69
ZBRA,34.125,41.5,57,0.88,225.2K,287.0K,2.60%,35.00%,1.31B,31.5M,24.7M,none,none,none,13.25,2.31,0.47,15.58,5.99,3.13,17.97,2.66,480.0M,110.7M,71.1M,14.80%,22.00%,31-Dec,none,16.77%,19.09%,10.19,0,183.6M,1.60M,6.50%,1.18M,6.25,256.0K,37.18,46.15,24.13,0.8,6142136,23.32
ZEUS,1.625,3.36,4.58,0.24,13.2K,"9,000",25.00%,64.40%,32.4M,9.63M,5.90M,none,none,none,12.89,-1.19,0.02,48.78,0.27,0.26,none,0.07,462.5M,1.92M,-11.1M,-2.40%,-1.60%,31-Dec,none,-4.52%,-8.69%,4.44,0.87,2.62M,"2,000",0.00%,0,0.18,11.0K,3.48,3.4,-2.3,0.8,24012,-3.1
ZF,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,7.91,8.02,1.39,0.8,523642,0.59
ZICA,3.125,4.9,9.44,0.06,96.4K,136.0K,-14.80%,12.10%,181.4M,37.0M,28.1M,none,none,none,0.86,-0.32,-0.12,0.11,0.62,5.68,none,45.24,4.02M,-10.9M,-11.8M,none,none,31-Dec,none,-29.82%,-31.22%,12.94,0.01,22.8M,1.11M,4.00%,1.02M,25.3,44.0K,4.91,5.12,4.28,0.8,471360,3.47
ZIF,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,3.79,3.57,-5.8,0.8,87549,-6.61
ZIGO,8.7,11.2,76.25,2.63,220.5K,164.0K,-84.20%,-79.30%,199.4M,17.8M,7.50M,none,none,none,8.59,0.64,0.26,8.27,3.44,1.3,17.45,1.35,133.2M,14.4M,10.7M,8.40%,10.20%,30-Jun,none,8.53%,9.92%,4.85,0.08,59.8M,1.62M,21.60%,1.41M,8.85,183.0K,10.05,14.15,40.8,0.8,1553730,39.99
ZILA,1.6,2.28,3.625,0.71,57.2K,67.0K,-26.30%,-3.10%,99.1M,43.4M,41.7M,none,none,none,1.28,-0.15,0.01,1.58,0.02,1.78,none,1.45,73.7M,-3.04M,-6.32M,-8.60%,-9.00%,31-Jul,none,none,none,none,none,none,none,none,none,none,none,1.8498,2.15,16.23,0.8,49389.66,15.43
ZION,45.2,45.93,64,0.46,496.0K,971.0K,-13.50%,13.70%,4.24B,92.4M,73.0M,0.8,1.74%,none,23.8,3.08,0.79,18.57,10.6,1.93,14.92,2.47,1.66B,none,276.1M,16.50%,none,31-Dec,none,1.22%,14.62%,none,none,none,none,none,none,none,none,52.55,47.92,-8.81,0.8,32108050,-9.61
ZIXI,4.06,5.8,28.25,2.96,166.0K,185.0K,-76.40%,-69.00%,98.8M,17.0M,11.4M,none,none,none,3.16,-3.17,-0.67,0.03,2.08,1.83,none,226.21,433.0K,-44.0M,-53.4M,none,none,31-Dec,none,-71.65%,-75.33%,9.28,0,35.5M,3.95M,34.60%,3.88M,25.82,153.0K,4.9,8.37,70.82,0.8,303310,70.01
ZLC,23.375,27.8,38,1.36,262.4K,356.0K,-14.30%,12.70%,959.0M,34.5M,28.6M,none,none,none,24.34,2.38,0.09,59.51,0.85,1.14,11.71,0.47,2.07B,198.5M,82.0M,4.00%,6.80%,31-Jul,none,5.65%,10.15%,2.83,0.13,29.4M,1.16M,4.10%,1.24M,4.47,259.0K,25.9,28.62,10.5,0.8,9137520,9.7
ZMBA,0.34,0.5,4.938,2.01,73.2K,79.0K,-86.60%,-82.30%,17.4M,34.7M,23.3M,none,none,none,0.14,-0.24,-0.16,1.36,0.14,3.46,none,0.37,43.6M,-6.46M,-7.63M,-17.50%,-17.70%,31-Dec,none,-48.07%,-92.00%,1.29,0.55,4.92M,"7,000",0.00%,"3,000",0.14,50.0K,0.38,0.465,22.37,0.8,36290,21.56
ZMX,5.188,6,7.625,0.42,"6,955",18.0K,-20.00%,5.20%,50.5M,8.41M,2.40M,none,none,none,9.45,-1.98,0.07,7.92,0.09,0.64,none,0.76,66.8M,7.24M,-16.8M,-25.10%,0.40%,31-Dec,none,-14.42%,-19.37%,1.53,0.18,781.0K,0,none,0,none,"9,000",6.1,5.8,-4.92,0.8,0,-5.72
ZNDT,0.938,1.3,3.42,1.35,10.6K,35.0K,-48.60%,-32.50%,11.5M,8.83M,3.80M,none,none,none,8.45,-0.11,-0.29,14.6,0.46,0.15,none,0.09,129.0M,1.58M,-989.0K,-0.60%,-0.30%,31-Mar,none,-0.53%,-1.29%,1.22,0.48,4.08M,"5,000",0.10%,"9,000",0.62,"8,000",1.65,1.7,3.03,0.8,48015,2.23
ZNT,20,26.2,30.7,0.36,11.7K,18.0K,21.50%,59.80%,458.5M,17.5M,4.90M,1,3.82%,none,17.67,-1.17,0.16,30.26,0.6,1.48,none,0.87,528.2M,none,-20.0M,-3.80%,-5.60%,31-Dec,none,-1.36%,-6.44%,none,0.24,10.5M,79.0K,1.60%,62.0K,5.64,14.0K,24.74,25.61,3.52,0.8,272140,2.71
ZOLL,15.313,33.74,58.75,0.11,117.1K,141.0K,-27.70%,-5.00%,299.5M,8.88M,6.90M,none,none,none,14.48,0.87,0.19,12.46,6.6,2.33,38.74,2.71,113.0M,14.7M,7.90M,7.00%,7.90%,30-Sep,none,none,none,none,none,none,none,none,none,none,none,37.45,33.75,-9.88,0.8,5703635,-10.68
ZOLT,2.3,2.601,8.188,0.41,31.0K,73.0K,-68.00%,-57.90%,42.4M,16.3M,10.1M,none,none,none,5.5,-1.25,-0.26,4.83,0.03,0.47,none,0.54,86.0M,-21.3M,-20.9M,-25.10%,-24.80%,30-Sep,none,-13.23%,-19.27%,2.2,0.29,550.0K,696.0K,6.90%,735.0K,46.4,15.0K,2.7,2.82,4.44,0.8,21870,3.64
ZOMX,3.375,5.51,9.57,2.11,202.7K,126.0K,-9.10%,19.50%,178.5M,32.4M,28.8M,none,none,none,3.69,0.56,0.11,7.04,2.27,1.49,9.93,0.78,232.6M,38.3M,18.4M,7.90%,11.90%,29-Dec,none,none,none,none,none,none,none,none,none,none,none,5.41,5.06,-6.47,0.8,490687,-7.27
ZONA,1.625,3.25,4.3,1.47,21.9K,17.0K,-6.30%,23.20%,36.8M,11.3M,9.90M,none,none,none,2.73,-0.1,-0.01,0.4,2.07,1.19,none,8.14,4.52M,-758.0K,-1.07M,-23.70%,-23.70%,31-Dec,none,-2.64%,-3.15%,6.08,0,23.5M,1.09M,11.00%,1.09M,51.95,21.0K,3.21,3.98,23.99,0.8,38841,23.18
ZOOX,0.84,0.98,6.438,1.62,173.9K,143.0K,-83.80%,-78.70%,33.4M,34.1M,10.2M,none,none,none,0.34,-2.93,-0.3,1,0.5,2.92,none,0.98,29.0M,-82.6M,-84.4M,none,none,31-Mar,none,-119.15%,-158.95%,2.3,0.09,16.9M,664.0K,6.50%,865.0K,3.57,186.0K,0.9898,1.01,2.04,0.8,83143.2,1.24
ZQK,11.35,13.1,29.15,1.03,309.0K,254.0K,-27.00%,-4.00%,303.4M,23.2M,13.0M,none,none,none,9.2,1.48,0.33,24.97,0.08,1.42,8.86,0.53,596.9M,78.5M,35.4M,5.90%,11.00%,31-Oct,none,9.47%,18.61%,2,0.65,1.77M,1.13M,8.70%,758.0K,4.85,233.0K,11.6,13.17,13.53,0.8,5209560,12.73
ZRAN,10.813,24.9,53.063,2.62,647.8K,933.0K,-36.10%,-15.90%,440.0M,17.7M,9.50M,none,none,none,17.66,-2.42,-0.61,5.02,5.54,1.41,none,4.96,84.7M,-40.3M,-41.6M,-49.10%,-60.30%,31-Dec,none,-14.23%,-15.62%,5.6,0,95.8M,1.50M,15.80%,2.01M,2.5,603.0K,21.6,25.29,17.08,0.8,13422240,16.28
ZTEL,0.75,0.92,10,none,59.4K,67.0K,-86.60%,-82.40%,31.3M,34.0M,10.6M,none,none,none,-1.22,-6.04,-3.27,8.05,0.28,none,none,0.11,271.7M,-156.3M,-204.1M,-64.30%,-66.10%,31-Dec,none,-87.40%,-285.92%,0.82,none,9.71M,1.07M,10.10%,1.16M,20.65,52.0K,0.89,0.82,-7.87,0.8,105910,-8.67
ZTR,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,6.91,7.23,4.63,0.8,754572,3.83
ZVXI,1.74,1.95,6.234,1.43,10.1K,"7,000",-67.50%,-57.30%,6.71M,3.44M,2.00M,none,none,none,6.14,-0.03,0,8.88,0.52,0.32,none,0.22,31.0M,1.46M,-72.0K,-0.20%,3.00%,31-Dec,none,-0.19%,-0.33%,1.7,0.35,1.78M,15.0K,0.80%,"1,000",1.5,10.0K,2,2.35,17.5,0.8,4600,16.7
