"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"uovey.ob","9.88","13.10","16.125","0.76","2,045","4,000","-10.4%","+4.7%","6.90B","526.4M","168.4M","none","none","7.00","0.94","0.52","3.16","1.77","1.87","13.88","4.15","1.66B","none","497.1M","29.9%","Dec 31","none","1.46%","13.69%","none","0","933.7M","none","2"
