"Company","52-Week Low","Recent Price","52-Week High","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"rmk","25.05","25.20","26.25","4.97B","197.3M","30.0M","none","none","3.97","1.95","0.68","86.12","0.40","6.34","12.92","0.29","7.79B","679.8M","176.5M","2.3%","5.6%","Sep 28","none","none","5.58%","90.71%","0.94","6.77","24.8M","none"
