"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"fphc","20.75","28.10","30.71","35.0K","+16.1%","+17.7%","701.9M","25.0M","20.0M","none","none","4.77","0.31","0.56","13.67","0.05","5.89","90.06","2.06","403.6M","54.9M","9.22M","2.3%","13.6%","Mar 31","none","2.39%","6.25%","1.22","1.17","1.53M","none","4"
