"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"vdm","22.75","28.82","30.24","58.0K","+0.2%","+1.6%","1.08B","37.4M","31.8M","none","none","5.71","0","0.45","none","9.17","5.05","none","none","0","none","0","none","none","Dec 31","none","0.00%","0.00%","none","0.79","342.4M","119.0K","0.4%","0","2.29","52.0K","1"
