"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"hhs","20.45","25.66","26.75","0.28","103.0K","106.0K","+13.7%","+32.9%","1.62B","63.0M","33.4M","0.12","0.47%","8.58","1.23","0.31","14.28","0.32","2.99","20.93","1.80","940.7M","189.3M","80.7M","8.6%","15.0%","Dec 31","none","10.43%","14.59%","1.46","0.07","20.0M","496.0K","1.5%","338.0K","4.86","102.0K"
