"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"djo","12.29","13.05","17.24","173.0K","-8.1%","-6.8%","233.0M","17.9M","9.10M","none","none","-3.07","-0.04","0.01","9.56","0.10","none","none","1.36","168.8M","34.0M","-677.0K","3.3%","14.3%","Dec 31","none","none","3.47%","none","2.81","none","1.89M","none"
