"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"abn","14.20","16.03","26.063","1.12","292.0K","369.0K","-25.9%","-13.4%","24.1B","1.50B","1.34B","none","none","1.61","0.27","none","none","none","9.96","none","none","none","none","none","Dec 31","none","none","none","none","none","20.0B","1.30M","0.1%","951.0K","3.84","340.0K","1"
