"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"fcap","10.00","14.10","14.75","0.09","227","0","+31.2%","+53.2%","35.8M","2.54M","2.00M","0.52","3.69%","none","13.14","1.22","0.31","7.57","2.36","1.07","11.52","1.86","18.8M","none","3.03M","16.2%","46.4%","Dec 31","none","1.18%","9.54%","none","none","6.00M","0","1,000","0"
