"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"kb","32.20","36.79","40.00","171.0K","+5.4%","+6.9%","22.1B","599.4M","597.2M","none","none","none","1.02","none","none","none","none","36.21","none","none","none","none","none","Dec 31","none","none","none","none","none","none","65.0K","0.0%","0","2.24","29.0K","0.5"
