"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"scgly.ob","7.38","10.70","21.65","0.95","90.0K","96.0K","-4.9%","+11.1%","22.6B","2.12B","1.67B","none","5.84","1.22","0.48","8.69","24.53","1.83","8.78","1.23","17.4B","none","2.44B","14.8%","Dec 31","none","0.63%","21.09%","none","0.71","51.9B","none","0.2"
