"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"crzby.ob","14.50","16.25","31.00","0.69","5,682","0","-38.1%","-27.7%","8.78B","540.0M","502.2M","none","none","21.00","0.88","0.16","36.80","7.72","0.77","18.51","0.44","19.4B","none","460.0M","2.8%","Dec 31","none","0.13%","4.10%","none","11.51","4.17B","none","1"
