"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"hpg","20.125","27.86","31.00","32.2K","17.0K","+0.6%","+8.8%","363.2M","13.0M","8.30M","2.50","8.97%","none","12.37","1.42","-1.54","55.87","0.88","2.25","19.57","0.50","715.5M","none","18.9M","2.8%","none","Aug 31","none","none","2.87%","11.81%","1.36","2.67","0","3,000","0.0%","12.0K","0.09","33.0K"
