"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"unib","0.50","1.15","3.25","0.39","227","0","-8.0%","+7.5%","2.41M","2.09M","600.0K","none","0.66","-0.27","-0.11","1.79","1.13","1.75","none","0.64","3.67M","none","-545.0K","-13.5%","Dec 31","none","-1.06%","-40.35%","none","0.33","2.37M","1,000","0.2%","0","0"
