"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"bsmtq.ob","0.001","0.002","0.02","0.42","11.5K","35.0K","+100.0%","+133.7%","42.0K","21.0M","13.0M","none","none","-0.02","-3.94","-2.47","27.85","0.03","none","none","0","584.4M","-38.9M","-82.7M","-14.2%","-6.9%","Jan 30","none","none","-40.65%","-151.68%","0.80","none","621.0K","3,000","0.0%","17.0K","0"
