"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"wsci","0.85","1.75","3.438","0.16","1,864","10.0K","-26.3%","-13.9%","4.31M","2.46M","2.10M","none","3.15","-0.48","-0.27","8.43","0.00","0.56","none","0.21","20.9M","2.02M","-1.19M","-5.7%","-5.7%","Aug 26","none","none","-5.88%","-13.93%","0.78","0.91","8,000","1,000","0.0%","1,000","0"
