"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"sumc.ob","0.10","0.53","1.05","2.26","91","0","-0.2%","+16.6%","1.30M","2.45M","900.0K","none","none","0.10","-0.20","-0.03","none","0.63","5.34","none","none","none","none","-424.0K","none","-59.2%","Dec 31","none","none","-6.16%","-221.12%","none","0.29","0","none"
