"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"gold","3.188","5.20","5.25","0.53","595.3K","621.0K","+58.5%","+85.2%","2.37B","455.8M","373.8M","none","none","1.26","-0.16","0.04","none","0.03","4.11","none","none","none","151.6M","-73.6M","none","16.2%","June 30","none","none","-6.16%","-10.92%","1.02","0","0","54.0K","0.0%","145.0K","0.10","531.0K","1"
