"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"gvbk.ob","8.50","11.15","12.90","-0.20","500","1,000","+31.2%","+53.3%","12.8M","1.15M","900.0K","none","none","8.27","-0.21","0.01","5.02","1.50","1.35","none","2.22","5.78M","none","-244.0K","-4.2%","Dec 31","none","-0.33%","-2.57%","none","0","1.72M","none"
