"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"sro","0.20","0.26","1.625","3,091","14.0K","-74.0%","-69.6%","15.9M","61.2M","6.10M","none","none","0.20","-0.34","-0.07","2.82","0.06","1.31","none","0.09","163.4M","-5.95M","-19.1M","-11.7%","-8.6%","Dec 31","none","-12.39%","-90.90%","0.60","6.87","3.50M","10.0K","0.2%","10.0K","0"
