"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"chp","16.35","21.41","24.15","175.1K","140.0K","+5.5%","+2.6%","558.7M","26.1M","25.6M","0.06","0.26%","9.25","1.79","0.07","20.32","0.21","2.31","11.93","1.05","547.0M","117.6M","48.5M","9.2%","16.1%","Jan 31","none","11.71%","21.43%","2.12","0.35","5.50M","636.0K","2.5%","526.0K","4.03","158.0K"
