"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"japny","4.38","5.07","9.75","0.40","5,500","3,000","-45.9%","-36.8%","4.52B","891.5M","249.6M","none","none","0.36","none","none","none","none","14.04","none","none","none","none","none","none","Mar 31","none","none","none","none","none","none","5,000","0.0%","1,000","0.42","12.0K","2"
