"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"bsy","46.60","65.00","108.688","0.28","3,318","3,000","-35.0%","-24.1%","20.5B","314.8M","129.1M","none","none","4.90","none","-0.44","none","1.03","13.26","none","none","none","302.8M","-137.9M","none","4.0%","June 30","none","none","none","-8.94%","1.48","1.67","0","127.0K","0.1%","129.0K","63.50","2,000","6"
