"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"segny.ob","1.75","5.10","5.95","0.07","1,727","1,000","+126.7%","+164.8%","3.31B","649.6M","493.6M","none","none","1.03","-0.53","-0.28","2.92","none","4.96","none","1.74","1.74B","-142.0M","-315.2M","-18.5%","-8.2%","Mar 31","none","-13.54%","-37.93%","0.99","0","none","none","0.25"
