"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"emex","3.05","3.05","35.122","11.0K","12.0K","-59.9%","-56.7%","74.7M","24.5M","5.90M","none","-0.14","-0.32","-0.11","0.00","0.00","none","none","730.01","118.0K","-8.14M","-8.54M","none","none","Dec 31","none","-161.29%","-685.48%","0.05","none","76.0K","532.0K","9.0%","484.0K","48.36","11.0K"
