"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"psvi.ob","0.15","0.15","11.261","4,864","3,000","-98.2%","-97.9%","104.0K","692.0K","100.0K","none","-0.23","-0.29","-0.02","none","none","none","none","none","0","-75.0K","-111.0K","none","none","Apr 30","none","-155.90%","none","none","none","none","none"
