"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"fitb","53.30","58.56","61.40","1.40M","-2.4%","-1.0%","33.8B","577.8M","462.2M","none","none","12.80","1.77","0.47","8.48","2.50","4.57","33.09","6.91","4.98B","none","1.03B","20.8%","Dec 31","none","1.49%","15.13%","none","0.94","1.45B","8.37M","1.8%","6.88M","3.95","2.12M"
