"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"cinrb","1.50","2.15","7.21","126.2K","240.0K","-28.3%","-16.3%","71.2M","33.1M","27.0M","none","8.99","0.50","0.11","3.31","4.11","0.24","4.33","0.65","121.5M","33.1M","18.1M","14.9%","21.1%","Nov 30","none","5.50%","6.60%","7.38","0.10","168.1M","0","32.0K","0"
