"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"hadv","4.85","7.48","17.203","21.0K","17.0K","-48.2%","-39.5%","1.92B","256.3M","171.7M","none","none","none","0.23","0.23","none","none","none","33.10","none","none","none","none","none","none","Dec 31","none","none","none","none","none","0","1.92M","1.1%","1.91M","87.09","22.0K","1"
