"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"lgvn","9.00","14.05","14.68","219.0K","+53.6%","+55.7%","198.4M","14.1M","4.50M","none","none","0.30","-1.19","-0.59","1.54","0.56","47.51","none","9.12","14.5M","-8.66M","-11.2M","-77.2%","-79.7%","Dec 31","none","-100.15%","-392.97%","1.21","0","5.42M","none"
