"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"stgs.ob","0.003","19.15","20.25","-843.82","522.0K","+54614.3%","+63826.0%","406.4M","21.2M","15.4M","none","none","14.42","-2.36","-1.81","33.64","0.84","1.33","none","0.57","876.8M","-4.45M","-51.7M","-5.9%","-3.3%","Feb 3","none","none","-8.40%","none","2.61","0.00","17.9M","490.0K","5.2%","511.0K","4.50","109.0K"
