"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"ppa","6.25","9.75","10.21","727","0","+39.3%","+62.7%","31.4M","3.23M","1.60M","none","6.18","0.68","0.23","8.64","2.67","1.58","14.30","1.13","29.1M","none","2.30M","7.9%","Dec 31","none","0.60%","13.25%","none","0","8.62M","none"
