"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"eno","3.40","5.15","14.25","1,773","2,000","-36.5%","-31.3%","321.5M","62.4M","43.7M","none","none","2.04","-2.92","-1.94","21.13","0.92","2.53","none","0.24","1.32B","66.9M","-181.9M","-13.8%","-11.0%","Sep 29","none","none","-13.25%","-79.86%","1.52","4.60","57.3M","4,000","0.0%","16.0K","2.00","2,000","4"
