"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"zfsvy.ob","16.70","25.40","36.70","0","0","-26.7%","-20.7%","21.2B","835.9M","828.0M","none","none","21.77","2.26","1.03","44.31","9.69","1.17","11.24","0.57","37.4B","none","1.91B","5.3%","7.0%","Dec 31","none","0.87%","9.56%","none","0.60","8.10B","none","0.1"
