"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"ufbc.ob","7.75","10.25","10.25","-0.06","0","0","+18.8%","+38.8%","10.6M","1.03M","400.0K","none","9.31","1.40","0.29","5.86","2.43","1.10","7.34","1.75","5.90M","none","1.40M","23.7%","Dec 31","none","1.92%","15.86%","none","0","2.52M","none"
