"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"avz","16.20","29.05","48.00","1.74","36.8K","24.0K","-29.7%","-17.8%","11.6B","398.4M","322.8M","none","8.22","0.30","0.04","5.84","1.17","3.53","97.81","4.97","2.43B","717.2M","122.7M","11.0%","22.2%","Dec 31","none","4.80%","4.22%","1.33","0.40","471.8M","221.0K","0.1%","210.0K","5.26","42.0K","2"
