"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"ggy","6.00","6.00","14.40","0.72","1,045","1,000","-52.0%","-43.9%","350.4M","58.4M","34.0M","none","none","7.02","none","0.03","none","1.03","0.85","none","none","none","163.4M","1.99M","none","4.7%","Dec 31","none","none","none","0.48%","1.74","0.68","0","6,000","0.0%","10.0K","0","0.2"
