"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"aacs.ob","0.17","0.18","1.50","0.06","31.6K","45.0K","-37.9%","-32.9%","1.94M","10.8M","1.30M","none","none","0.27","0.37","-0.01","0.33","0.00","0.67","0.49","0.55","2.66M","-1.41M","8,000","-76.1%","-55.5%","Feb 28","none","-27.23%","0.25%","0.40","0.88","19.0K","none"
