"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"bsb","14.875","17.72","19.80","0.55","313.6K","1.80M","+15.7%","+35.2%","2.03B","114.5M","10.3M","none","none","none","1.20","0.30","none","none","none","14.74","none","none","none","137.7M","none","Dec 31","none","none","1.81%","23.27%","none","none","0","111.0K","1.1%","229.0K","3.00","37.0K","22"
