"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"epc","28.50","50.90","97.75","8,318","14.0K","-44.4%","-35.0%","3.32B","65.3M","64.6M","none","none","9.62","2.06","-0.04","26.37","0.52","5.29","24.73","1.93","1.72B","193.4M","134.3M","7.9%","11.2%","Sep 30","none","10.33%","22.01%","1.12","0.25","34.1M","169.0K","0.3%","165.0K","21.12","8,000","1"
