"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"hxbm.ob","0.58","0.77","2.188","3,636","2,000","-52.6%","-44.6%","3.87M","5.02M","2.80M","none","none","-0.07","-0.38","-0.08","none","0.07","none","none","none","0","-1.79M","-1.90M","none","none","Dec 31","none","-193.43%","-773.58%","0.24","none","324.0K","none"
