"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"sigy","22.00","38.90","39.89","1.20","1,818","2,000","+62.9%","+90.4%","2.19B","56.2M","44.4M","none","none","none","74.20","4.37","none","none","none","0.52","none","none","none","none","none","none","Jan 27","none","none","none","none","none","17.6M","1,000","0.0%","3,000","0.50","2,000","3"
