"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"amcr","10.625","14.34","14.89","0.90","5,045","3,000","+28.9%","+50.6%","9.08B","633.2M","626.9M","none","none","none","0.23","none","none","none","none","63.17","none","none","none","none","none","none","June 30","none","none","none","none","none","none","2,000","0.0%","1,000","0.29","7,000"
