"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"cvly","12.024","13.60","18.095","-0.01","1,136","0","+13.1%","+32.1%","34.9M","2.56M","2.20M","0.48","3.53%","11.37","1.14","0.28","9.22","0.08","1.20","11.94","1.48","22.7M","none","2.78M","12.3%","Dec 31","none","0.91%","9.93%","none","0","211.0K","2,000","0.1%","3,000","0"
