"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"apl","17.50","24.50","53.95","15.3K","26.0K","+38.0%","+61.3%","79.9M","3.26M","1.60M","2.40","9.80%","none","6.79","2.54","0.37","4.15","0.75","3.60","9.65","5.90","13.4M","10.5M","8.16M","68.2%","68.2%","Dec 31","none","36.61%","37.80%","1.94","0.10","2.44M","19.0K","1.2%","19.0K","2.38","8,000"
