"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"coigf.ob","0.09","0.20","0.20","0","+48.1%","+73.1%","1.04M","5.19M","400.0K","none","none","0.21","0.02","-0.00","0.03","0.01","0.94","10.53","7.30","142.0K","99.0K","99.0K","69.4%","69.4%","Dec 31","none","8.89%","8.92%","32.83","0","61.0K","none"
