"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"wbrby.ob","2.25","2.60","19.125","0","0","-31.8%","-20.3%","895.8M","344.5M","169.0M","0.08","3.08%","none","2.54","0.40","0.25","4.43","0.62","1.02","6.48","0.59","1.53B","331.7M","138.3M","9.4%","14.2%","Dec 31","none","6.63%","16.99%","0.81","1.08","212.9M","none","0.2"
