"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"mity","4.875","8.00","9.844","0.02","4,636","4,000","+37.6%","+60.8%","40.8M","5.10M","2.70M","none","5.17","0.39","0.21","9.45","2.06","1.55","20.51","0.85","49.2M","4.59M","2.05M","4.2%","6.3%","Mar 31","none","6.34%","7.63%","4.04","0","10.5M","0","0","3,000"
