"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"shbk","7.063","9.40","10.20","0.07","364","0","+33.1%","+55.5%","16.0M","1.70M","1.30M","0.03","0.32%","none","9.40","0.79","0.20","5.71","6.17","1.00","11.96","1.64","10.1M","none","1.39M","13.7%","Dec 31","none","0.98%","8.99%","none","0","10.5M","1,000","0.1%","0","0"
