"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"ptr","15.75","17.51","23.61","41.2K","51.0K","+0.1%","+16.9%","30.8B","1.76B","174.1M","1.58","9.04%","none","19.63","4.46","2.06","17.40","2.12","0.89","3.92","1.01","30.6B","15.0B","7.85B","22.9%","35.5%","Dec 31","none","13.11%","23.25%","1.20","0.30","3.73B","88.0K","0.1%","47.0K","2.26","39.0K","1"
