"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"ral","23.125","33.48","33.60","0.58","1.30M","2.23M","+31.9%","+57.8%","10.4B","310.6M","282.7M","0.28","0.84%","2.19","1.03","0.30","none","0.77","15.32","32.54","none","none","663.8M","300.1M","none","15.6%","Sep 30","none","none","9.64%","54.37%","1.39","2.08","0","2.47M","0.9%","4.00M","2.95","838.0K"
