"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"mcf","2.00","2.64","7.50","8,818","5,000","-53.6%","-45.8%","30.4M","11.5M","6.00M","none","2.55","0.80","0.31","2.13","0.66","1.03","3.30","1.24","32.2M","22.2M","11.4M","37.3%","53.3%","June 30","none","43.77%","50.13%","3.42","0","7.56M","0","0","13.0K"
