"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"nvi","0.01","0.85","4.35","-31.65","1,909","2,000","+1708.5%","+2013.0%","4.25M","5.00M","3.20M","none","4.56","4.03","-0.29","15.71","2.32","0.19","0.21","0.05","269.1M","16.9M","90.1M","33.5%","1.1%","Dec 30","none","none","71.49%","none","1.12","5.26","11.6M","0","213.0K","0"
