"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"kub","50.00","55.88","83.10","0.60","591","1,000","-16.0%","-1.8%","3.94B","70.5M","69.8M","none","none","48.45","3.27","1.18","100.52","9.02","1.15","17.07","0.56","7.81B","684.0M","246.2M","3.1%","4.3%","Mar 31","none","2.42%","7.11%","1.35","1.03","635.8M","2,000","0.0%","0","0","2"
