"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"crfn.ob","4.444","9.00","16.00","0.29","1,182","0","+50.0%","+75.3%","11.6M","1.29M","1.00M","none","8.03","-0.01","0.10","5.07","2.16","1.12","none","1.77","6.63M","none","-21.0K","-0.3%","Dec 31","none","-0.02%","-0.21%","none","0","2.85M","none"
