"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"ima","15.05","16.95","19.55","68.0K","131.4M","7.75M","5.00M","none","none","7.29","0","-0.04","none","0.44","2.33","none","none","0","none","0","none","none","Dec 31","none","0.00%","0.00%","0.91","0.29","2.85M","359.0K","7.2%","0","3.94","91.0K"
