"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"wtw","28.25","33.25","36.01","340.0K","+12.3%","+13.9%","3.50B","105.4M","104.4M","none","none","-8.66","0","0.68","none","1.69","none","none","none","0","none","0","none","none","Dec 30","none","none","0.00%","none","0.71","none","37.9M","none"
