"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"dlgs","2.36","6.29","19.00","4,045","2,000","-66.9%","-61.3%","277.2M","44.1M","26.9M","none","none","3.92","-0.10","-0.08","2.91","0.20","1.60","none","2.16","125.6M","9.90M","-4.22M","-3.4%","4.3%","Dec 31","none","none","-2.03%","-2.38%","4.06","0","0","0","20.0K","6,000","1"
