"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"tibb","9.00","11.55","15.20","909","1,000","+14.1%","+33.3%","45.5M","3.94M","2.90M","0.43","3.72%","none","7.09","0.93","0.25","8.44","3.14","1.63","12.46","1.37","34.4M","none","3.78M","11.0%","Dec 31","none","0.83%","14.15%","none","0.19","12.4M","0","0","1,000"
