"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"rigl","3.25","4.18","12.75","33.8K","23.0K","-44.7%","-35.4%","157.1M","37.6M","16.5M","none","none","0.91","-0.83","-0.17","0.43","0.99","4.58","none","9.71","13.7M","-17.5M","-23.5M","none","none","Dec 31","none","-46.49%","-66.65%","4.22","0.23","37.3M","19.0K","0.1%","10.0K","0.49","39.0K"
